acoustic_scene,event_list
park,"['wind', 'lightrain', 'laughter', 'phone', 'laughter', 'pushbike', 'wind', 'lake', 'footstepsongrass', 'wind', 'wind', 'lightrain', 'lightrain', 'footstepsongrass', 'pushbike', 'lake', 'speech']"
park,"['birdsong', 'birdsong', 'gate', 'wind', 'laughter', 'footstepsongrass', 'footstepsongrass']"
park,"['wind', 'lake', 'lightrain', 'lake', 'birdsong', 'wind', 'pushbike', 'lightrain', 'gate']"
park,"['birdsong', 'speech', 'lake', 'phone', 'pushbike', 'phone', 'buspassby', 'buspassby', 'lake', 'footstepsongrass', 'footstepsongrass', 'phone', 'gate', 'wind', 'lake', 'lake', 'buspassby', 'lake', 'laughter', 'lake', 'speech', 'footstepsongrass', 'lake', 'lightrain']"
park,"['pushbike', 'laughter', 'lake', 'wind', 'footstepsongrass', 'pushbike', 'laughter', 'lake', 'phone', 'footstepsongrass', 'speech', 'birdsong', 'lightrain', 'speech', 'laughter', 'phone', 'wind', 'lightrain', 'wind', 'lightrain', 'pushbike', 'lightrain', 'speech', 'footstepsongrass', 'lake', 'lightrain', 'pushbike']"
park,"['lake', 'gate', 'buspassby', 'lightrain', 'pushbike', 'buspassby', 'wind', 'laughter', 'laughter', 'wind', 'birdsong', 'laughter', 'lightrain', 'birdsong', 'gate', 'pushbike', 'laughter', 'buspassby', 'wind', 'wind', 'buspassby', 'lightrain', 'speech', 'lightrain', 'birdsong', 'gate', 'buspassby', 'birdsong', 'buspassby', 'speech', 'wind']"
park,"['laughter', 'pushbike', 'wind', 'speech', 'wind', 'lightrain', 'pushbike', 'speech', 'footstepsongrass', 'speech', 'wind', 'pushbike', 'speech', 'birdsong', 'gate', 'footstepsongrass', 'pushbike', 'phone', 'footstepsongrass', 'footstepsongrass', 'birdsong', 'pushbike', 'lake', 'wind', 'laughter', 'lake', 'pushbike', 'phone', 'buspassby', 'laughter']"
park,"['lightrain', 'footstepsongrass', 'laughter', 'wind', 'birdsong', 'wind', 'birdsong', 'buspassby', 'lake', 'speech', 'phone', 'footstepsongrass', 'speech', 'lake', 'footstepsongrass', 'lightrain', 'laughter', 'wind', 'lake', 'birdsong', 'laughter', 'wind', 'lake', 'wind', 'pushbike', 'pushbike', 'gate', 'lightrain', 'phone', 'birdsong', 'pushbike', 'buspassby', 'lake', 'footstepsongrass', 'laughter']"
park,"['pushbike', 'laughter', 'speech', 'laughter', 'lightrain', 'lake', 'speech', 'wind', 'pushbike', 'footstepsongrass', 'lake', 'lake', 'birdsong', 'speech', 'footstepsongrass', 'wind', 'buspassby', 'gate', 'lake', 'pushbike', 'lightrain', 'buspassby', 'pushbike', 'phone', 'speech', 'footstepsongrass', 'speech', 'laughter', 'laughter', 'speech', 'phone']"
park,"['lake', 'gate', 'buspassby', 'lightrain', 'pushbike', 'buspassby', 'wind', 'laughter', 'laughter', 'wind', 'birdsong', 'laughter', 'lightrain', 'birdsong', 'gate', 'pushbike', 'laughter', 'buspassby', 'wind', 'wind', 'buspassby', 'lightrain', 'speech', 'lightrain', 'birdsong', 'gate', 'buspassby', 'birdsong', 'buspassby', 'speech', 'wind']"
park,"['laughter', 'pushbike', 'wind', 'speech', 'wind', 'lightrain', 'pushbike', 'speech', 'footstepsongrass', 'speech', 'wind', 'pushbike', 'speech', 'birdsong', 'gate', 'footstepsongrass', 'pushbike', 'phone', 'footstepsongrass', 'footstepsongrass', 'birdsong', 'pushbike', 'lake', 'wind', 'laughter', 'lake', 'pushbike', 'phone', 'buspassby', 'laughter']"
park,"['lightrain', 'footstepsongrass', 'laughter', 'wind', 'birdsong', 'wind', 'birdsong', 'buspassby', 'lake', 'speech', 'phone', 'footstepsongrass', 'speech', 'lake', 'footstepsongrass', 'lightrain', 'laughter', 'wind', 'lake', 'birdsong', 'laughter', 'wind', 'lake', 'wind', 'pushbike', 'pushbike', 'gate', 'lightrain', 'phone', 'birdsong', 'pushbike', 'buspassby', 'lake', 'footstepsongrass', 'laughter']"
park,"['pushbike', 'laughter', 'speech', 'laughter', 'lightrain', 'lake', 'speech', 'wind', 'pushbike', 'footstepsongrass', 'lake', 'lake', 'birdsong', 'speech', 'footstepsongrass', 'wind', 'buspassby', 'gate', 'lake', 'pushbike', 'lightrain', 'buspassby', 'pushbike', 'phone', 'speech', 'footstepsongrass', 'speech', 'laughter', 'laughter', 'speech', 'phone']"
park,"['lake', 'gate', 'buspassby', 'lightrain', 'pushbike', 'buspassby', 'wind', 'laughter', 'laughter', 'wind', 'birdsong', 'laughter', 'lightrain', 'birdsong', 'gate', 'pushbike', 'laughter', 'buspassby', 'wind', 'wind', 'buspassby', 'lightrain', 'speech', 'lightrain', 'birdsong', 'gate', 'buspassby', 'birdsong', 'buspassby', 'speech', 'wind']"
park,"['laughter', 'pushbike', 'wind', 'speech', 'wind', 'lightrain', 'pushbike', 'speech', 'footstepsongrass', 'speech', 'wind', 'pushbike', 'speech', 'birdsong', 'gate', 'footstepsongrass', 'pushbike', 'phone', 'footstepsongrass', 'footstepsongrass', 'birdsong', 'pushbike', 'lake', 'wind', 'laughter', 'lake', 'pushbike', 'phone', 'buspassby', 'laughter']"
park,"['buspassby', 'phone', 'laughter', 'pushbike', 'phone', 'buspassby', 'lake', 'birdsong', 'laughter', 'gate', 'pushbike', 'buspassby', 'buspassby', 'lightrain', 'lightrain', 'buspassby']"
park,"['speech', 'speech', 'buspassby', 'buspassby', 'footstepsongrass', 'laughter', 'lightrain', 'laughter', 'phone', 'footstepsongrass', 'lake', 'laughter', 'lightrain', 'wind', 'speech']"
park,"['wind', 'birdsong', 'phone', 'pushbike', 'birdsong', 'gate', 'lake', 'buspassby', 'buspassby', 'speech', 'lightrain', 'gate', 'gate']"
park,"['laughter', 'phone', 'footstepsongrass', 'wind', 'footstepsongrass', 'footstepsongrass', 'phone', 'speech', 'birdsong', 'pushbike', 'laughter', 'gate', 'speech', 'wind', 'buspassby', 'laughter', 'lake']"
park,"['wind', 'birdsong', 'phone', 'pushbike', 'birdsong', 'gate', 'lake', 'buspassby', 'buspassby', 'speech', 'lightrain', 'gate', 'gate']"
park,"['buspassby', 'footstepsongrass', 'pushbike', 'lake', 'lake', 'lake', 'footstepsongrass', 'footstepsongrass']"
park,"['buspassby', 'phone', 'laughter', 'pushbike', 'phone', 'buspassby', 'lake', 'birdsong', 'laughter', 'gate', 'pushbike', 'buspassby', 'buspassby', 'lightrain', 'lightrain', 'buspassby']"
park,"['speech', 'speech', 'buspassby', 'buspassby', 'footstepsongrass', 'laughter', 'lightrain', 'laughter', 'phone', 'footstepsongrass', 'lake', 'laughter', 'lightrain', 'wind', 'speech']"
park,"['buspassby', 'wind', 'buspassby', 'phone', 'lake', 'gate', 'speech', 'lightrain', 'lake']"
park,"['wind', 'birdsong', 'phone', 'pushbike', 'birdsong', 'gate', 'lake', 'buspassby', 'buspassby', 'speech', 'lightrain', 'gate', 'gate']"
park,"['lake', 'laughter', 'birdsong', 'birdsong', 'footstepsongrass', 'laughter', 'birdsong']"
park,"['laughter', 'phone', 'footstepsongrass', 'wind', 'footstepsongrass', 'footstepsongrass', 'phone', 'speech', 'birdsong', 'pushbike', 'laughter', 'gate', 'speech', 'wind', 'buspassby', 'laughter', 'lake']"
park,"['speech', 'phone', 'pushbike', 'gate', 'laughter', 'speech', 'phone', 'buspassby', 'footstepsongrass', 'buspassby', 'laughter', 'birdsong', 'pushbike', 'speech', 'laughter', 'pushbike', 'wind', 'wind', 'lake', 'lightrain', 'gate', 'pushbike', 'phone', 'wind', 'birdsong', 'birdsong', 'wind']"
park,"['speech', 'phone', 'pushbike', 'gate', 'laughter', 'speech', 'phone', 'buspassby', 'footstepsongrass', 'buspassby', 'laughter', 'birdsong', 'pushbike', 'speech', 'laughter', 'pushbike', 'wind', 'wind', 'lake', 'lightrain', 'gate', 'pushbike', 'phone', 'wind', 'birdsong', 'birdsong', 'wind']"
park,"['speech', 'phone', 'pushbike', 'gate', 'laughter', 'speech', 'phone', 'buspassby', 'footstepsongrass', 'buspassby', 'laughter', 'birdsong', 'pushbike', 'speech', 'laughter', 'pushbike', 'wind', 'wind', 'lake', 'lightrain', 'gate', 'pushbike', 'phone', 'wind', 'birdsong', 'birdsong', 'wind']"
quietstreet,"['pushbike', 'footsteps', 'birdsong', 'keylock', 'wind', 'wind', 'footsteps']"
quietstreet,"['birdsong', 'pushbike', 'pushbike', 'footsteps', 'birdsong', 'lightrain', 'keylock', 'wind', 'footsteps', 'wind', 'wind', 'lightrain', 'keylock']"
quietstreet,"['footsteps', 'keylock', 'footsteps', 'birdsong', 'pushbike', 'pushbike', 'footsteps', 'birdsong', 'wind', 'lightrain', 'keylock']"
quietstreet,"['keylock', 'lightrain', 'birdsong', 'keylock', 'pushbike']"
quietstreet,"['birdsong', 'lightrain', 'birdsong', 'pushbike', 'footsteps', 'footsteps', 'lightrain']"
quietstreet,"['footsteps', 'footsteps', 'lightrain', 'footsteps', 'birdsong', 'wind', 'keylock', 'pushbike']"
quietstreet,"['pushbike', 'wind', 'birdsong', 'wind', 'wind', 'birdsong', 'birdsong', 'birdsong', 'birdsong', 'keylock']"
quietstreet,"['birdsong', 'pushbike', 'wind', 'keylock', 'lightrain', 'keylock', 'footsteps', 'wind', 'footsteps', 'keylock', 'wind', 'lightrain', 'keylock', 'footsteps', 'wind', 'footsteps', 'footsteps', 'birdsong']"
quietstreet,"['keylock', 'wind', 'footsteps', 'footsteps', 'birdsong', 'pushbike', 'lightrain', 'lightrain', 'lightrain']"
quietstreet,"['wind', 'wind', 'lightrain', 'pushbike', 'lightrain', 'lightrain', 'birdsong', 'lightrain', 'keylock', 'lightrain']"
quietstreet,"['lightrain', 'birdsong', 'footsteps', 'pushbike', 'keylock', 'pushbike', 'keylock', 'keylock', 'birdsong', 'wind', 'keylock', 'lightrain', 'wind', 'pushbike', 'footsteps', 'keylock', 'birdsong', 'pushbike', 'birdsong', 'wind']"
quietstreet,"['footsteps', 'birdsong', 'birdsong', 'keylock', 'keylock', 'birdsong', 'keylock', 'keylock']"
quietstreet,"['wind', 'birdsong', 'birdsong', 'footsteps', 'lightrain', 'pushbike', 'footsteps', 'footsteps', 'pushbike', 'footsteps', 'wind', 'footsteps']"
quietstreet,"['pushbike', 'keylock', 'keylock', 'footsteps', 'pushbike', 'pushbike', 'footsteps', 'wind', 'footsteps', 'pushbike', 'pushbike', 'pushbike']"
quietstreet,"['keylock', 'footsteps', 'footsteps', 'footsteps', 'pushbike', 'lightrain', 'lightrain', 'keylock', 'lightrain', 'footsteps', 'footsteps', 'birdsong', 'wind', 'lightrain', 'birdsong', 'wind', 'wind', 'wind', 'pushbike', 'pushbike']"
quietstreet,"['birdsong', 'pushbike', 'wind', 'keylock', 'lightrain', 'keylock', 'footsteps', 'wind', 'footsteps', 'keylock', 'wind', 'lightrain', 'keylock', 'footsteps', 'wind', 'footsteps', 'footsteps', 'birdsong']"
quietstreet,"['keylock', 'wind', 'birdsong', 'birdsong', 'footsteps', 'wind', 'lightrain', 'pushbike', 'lightrain', 'pushbike', 'birdsong', 'wind', 'wind', 'lightrain']"
quietstreet,['birdsong']
quietstreet,"['lightrain', 'lightrain', 'keylock', 'keylock', 'footsteps', 'wind', 'wind', 'wind', 'birdsong', 'birdsong', 'wind', 'footsteps', 'footsteps', 'keylock', 'lightrain', 'footsteps', 'lightrain', 'birdsong', 'footsteps']"
quietstreet,"['birdsong', 'lightrain', 'footsteps', 'birdsong', 'pushbike']"
quietstreet,"['birdsong', 'pushbike', 'lightrain', 'keylock', 'birdsong', 'footsteps', 'lightrain', 'birdsong', 'footsteps', 'pushbike', 'pushbike']"
quietstreet,"['lightrain', 'lightrain', 'keylock', 'keylock', 'footsteps', 'wind', 'wind', 'wind', 'birdsong', 'birdsong', 'wind', 'footsteps', 'footsteps', 'keylock', 'lightrain', 'footsteps', 'lightrain', 'birdsong', 'footsteps']"
quietstreet,"['birdsong', 'lightrain', 'footsteps', 'birdsong', 'pushbike']"
quietstreet,"['lightrain', 'lightrain', 'keylock', 'keylock', 'footsteps', 'wind', 'wind', 'wind', 'birdsong', 'birdsong', 'wind', 'footsteps', 'footsteps', 'keylock', 'lightrain', 'footsteps', 'lightrain', 'birdsong', 'footsteps']"
quietstreet,"['footsteps', 'lightrain', 'pushbike', 'footsteps', 'pushbike', 'wind', 'pushbike', 'wind', 'pushbike']"
quietstreet,"['lightrain', 'wind', 'pushbike', 'birdsong', 'keylock', 'pushbike', 'footsteps', 'lightrain', 'birdsong']"
quietstreet,"['footsteps', 'lightrain', 'birdsong', 'pushbike']"
quietstreet,"['footsteps', 'footsteps', 'lightrain', 'footsteps', 'pushbike', 'birdsong', 'keylock', 'lightrain', 'wind', 'birdsong', 'lightrain', 'wind', 'pushbike', 'pushbike', 'lightrain', 'wind', 'keylock', 'lightrain', 'wind', 'keylock']"
quietstreet,"['lightrain', 'keylock', 'lightrain', 'birdsong', 'lightrain', 'footsteps', 'lightrain']"
quietstreet,"['lightrain', 'footsteps', 'pushbike', 'keylock', 'footsteps', 'footsteps', 'lightrain', 'pushbike', 'pushbike', 'lightrain', 'wind', 'wind', 'footsteps', 'birdsong']"
quietstreet,"['footsteps', 'wind', 'birdsong', 'wind']"
quietstreet,"['footsteps', 'footsteps', 'birdsong', 'footsteps', 'keylock', 'footsteps', 'lightrain', 'keylock', 'lightrain', 'pushbike', 'lightrain', 'footsteps', 'lightrain', 'footsteps', 'pushbike', 'keylock', 'footsteps', 'lightrain', 'wind']"
quietstreet,"['birdsong', 'footsteps', 'footsteps', 'wind', 'keylock', 'footsteps', 'wind', 'pushbike']"
quietstreet,"['footsteps', 'footsteps', 'wind', 'footsteps', 'footsteps', 'birdsong', 'birdsong', 'keylock', 'lightrain', 'birdsong', 'birdsong', 'footsteps', 'wind', 'lightrain']"
quietstreet,"['pushbike', 'footsteps', 'birdsong', 'keylock', 'keylock', 'pushbike', 'keylock', 'wind']"
quietstreet,"['pushbike', 'keylock', 'wind', 'pushbike', 'birdsong', 'keylock', 'lightrain']"
quietstreet,"['birdsong', 'footsteps', 'lightrain', 'pushbike', 'wind', 'birdsong', 'footsteps', 'lightrain', 'keylock', 'birdsong', 'wind', 'birdsong', 'pushbike', 'wind', 'pushbike', 'keylock', 'lightrain', 'lightrain']"
quietstreet,"['wind', 'wind', 'keylock', 'pushbike', 'wind', 'footsteps', 'keylock']"
quietstreet,"['lightrain', 'keylock', 'keylock', 'pushbike', 'keylock', 'wind', 'pushbike', 'wind', 'pushbike', 'birdsong', 'pushbike', 'birdsong', 'keylock', 'keylock', 'birdsong', 'pushbike', 'keylock']"
quietstreet,"['lightrain', 'footsteps', 'footsteps', 'keylock', 'lightrain', 'wind', 'birdsong']"
quietstreet,"['pushbike', 'footsteps', 'footsteps', 'keylock', 'pushbike', 'lightrain', 'lightrain', 'pushbike', 'footsteps', 'wind', 'lightrain', 'wind', 'wind', 'keylock', 'wind', 'wind', 'footsteps', 'birdsong']"
quietstreet,"['keylock', 'footsteps', 'wind', 'keylock', 'footsteps', 'lightrain', 'wind', 'keylock']"
quietstreet,"['pushbike', 'footsteps', 'birdsong', 'keylock', 'keylock', 'pushbike', 'keylock', 'wind']"
quietstreet,['lightrain']
quietstreet,"['pushbike', 'keylock', 'wind', 'pushbike', 'birdsong', 'keylock', 'lightrain']"
quietstreet,"['pushbike', 'footsteps', 'keylock', 'keylock', 'keylock', 'pushbike', 'birdsong', 'keylock', 'footsteps', 'pushbike', 'footsteps', 'lightrain']"
quietstreet,"['wind', 'lightrain', 'lightrain', 'pushbike', 'pushbike', 'lightrain']"
quietstreet,"['wind', 'birdsong', 'birdsong', 'lightrain', 'birdsong', 'lightrain', 'pushbike', 'footsteps']"
quietstreet,"['footsteps', 'lightrain', 'lightrain', 'pushbike', 'footsteps', 'wind', 'pushbike', 'birdsong', 'keylock', 'footsteps', 'keylock', 'birdsong']"
quietstreet,"['pushbike', 'footsteps', 'keylock', 'keylock', 'keylock', 'pushbike', 'birdsong', 'keylock', 'footsteps', 'pushbike', 'footsteps', 'lightrain']"
quietstreet,"['lightrain', 'lightrain', 'pushbike', 'pushbike', 'birdsong', 'footsteps', 'footsteps', 'wind', 'footsteps', 'footsteps', 'keylock', 'lightrain', 'pushbike', 'pushbike', 'lightrain', 'keylock', 'footsteps']"
quietstreet,"['lightrain', 'lightrain', 'birdsong', 'pushbike', 'lightrain', 'footsteps', 'lightrain', 'lightrain', 'footsteps', 'lightrain', 'lightrain', 'footsteps', 'birdsong', 'footsteps', 'footsteps']"
quietstreet,"['birdsong', 'keylock', 'keylock', 'footsteps', 'wind', 'pushbike']"
quietstreet,"['wind', 'pushbike', 'lightrain', 'wind', 'wind', 'lightrain', 'keylock', 'footsteps', 'keylock', 'birdsong', 'footsteps', 'pushbike', 'wind', 'wind', 'pushbike', 'pushbike', 'lightrain']"
quietstreet,"['lightrain', 'lightrain', 'lightrain', 'birdsong', 'wind', 'footsteps', 'lightrain', 'wind', 'keylock', 'keylock', 'lightrain', 'wind', 'lightrain', 'birdsong', 'pushbike', 'footsteps']"
quietstreet,"['wind', 'birdsong', 'birdsong', 'birdsong', 'pushbike', 'pushbike', 'lightrain', 'lightrain', 'keylock', 'pushbike', 'footsteps', 'pushbike', 'pushbike']"
quietstreet,"['lightrain', 'lightrain', 'lightrain', 'wind', 'wind', 'footsteps']"
quietstreet,"['pushbike', 'birdsong', 'footsteps', 'lightrain', 'birdsong', 'birdsong', 'footsteps', 'pushbike', 'footsteps', 'lightrain', 'footsteps', 'wind', 'lightrain', 'lightrain', 'wind', 'footsteps']"
quietstreet,"['footsteps', 'footsteps', 'birdsong', 'birdsong', 'footsteps', 'lightrain', 'lightrain', 'footsteps', 'birdsong', 'footsteps', 'birdsong', 'wind']"
quietstreet,"['wind', 'birdsong', 'wind']"
quietstreet,"['footsteps', 'pushbike', 'birdsong', 'keylock', 'footsteps', 'lightrain', 'pushbike', 'wind', 'keylock', 'pushbike', 'footsteps', 'birdsong', 'lightrain', 'keylock']"
quietstreet,"['birdsong', 'pushbike', 'pushbike', 'keylock']"
quietstreet,"['lightrain', 'lightrain', 'lightrain', 'birdsong', 'wind', 'footsteps', 'lightrain', 'wind', 'keylock', 'keylock', 'lightrain', 'wind', 'lightrain', 'birdsong', 'pushbike', 'footsteps']"
quietstreet,"['wind', 'birdsong', 'birdsong', 'birdsong', 'pushbike', 'pushbike', 'lightrain', 'lightrain', 'keylock', 'pushbike', 'footsteps', 'pushbike', 'pushbike']"
quietstreet,"['lightrain', 'lightrain', 'lightrain', 'wind', 'wind', 'footsteps']"
quietstreet,"['pushbike', 'birdsong', 'footsteps', 'lightrain', 'birdsong', 'birdsong', 'footsteps', 'pushbike', 'footsteps', 'lightrain', 'footsteps', 'wind', 'lightrain', 'lightrain', 'wind', 'footsteps']"
quietstreet,"['footsteps', 'footsteps', 'birdsong', 'birdsong', 'footsteps', 'lightrain', 'lightrain', 'footsteps', 'birdsong', 'footsteps', 'birdsong', 'wind']"
quietstreet,"['wind', 'birdsong', 'wind']"
quietstreet,"['footsteps', 'pushbike', 'birdsong', 'keylock', 'footsteps', 'lightrain', 'pushbike', 'wind', 'keylock', 'pushbike', 'footsteps', 'birdsong', 'lightrain', 'keylock']"
quietstreet,"['birdsong', 'pushbike', 'pushbike', 'keylock']"
quietstreet,"['lightrain', 'lightrain', 'lightrain', 'birdsong', 'wind', 'footsteps', 'lightrain', 'wind', 'keylock', 'keylock', 'lightrain', 'wind', 'lightrain', 'birdsong', 'pushbike', 'footsteps']"
quietstreet,"['wind', 'birdsong', 'birdsong', 'birdsong', 'pushbike', 'pushbike', 'lightrain', 'lightrain', 'keylock', 'pushbike', 'footsteps', 'pushbike', 'pushbike']"
quietstreet,"['lightrain', 'lightrain', 'lightrain', 'wind', 'wind', 'footsteps']"
quietstreet,"['pushbike', 'birdsong', 'footsteps', 'lightrain', 'birdsong', 'birdsong', 'footsteps', 'pushbike', 'footsteps', 'lightrain', 'footsteps', 'wind', 'lightrain', 'lightrain', 'wind', 'footsteps']"
quietstreet,"['pushbike', 'pushbike', 'pushbike', 'pushbike', 'pushbike', 'lightrain', 'lightrain']"
quietstreet,"['footsteps', 'footsteps', 'birdsong', 'birdsong', 'footsteps', 'lightrain', 'lightrain', 'footsteps', 'birdsong', 'footsteps', 'birdsong', 'wind']"
quietstreet,"['footsteps', 'pushbike', 'birdsong', 'keylock', 'footsteps', 'lightrain', 'pushbike', 'wind', 'keylock', 'pushbike', 'footsteps', 'birdsong', 'lightrain', 'keylock']"
quietstreet,"['birdsong', 'pushbike', 'pushbike', 'keylock']"
quietstreet,"['wind', 'keylock', 'keylock', 'keylock', 'wind', 'birdsong', 'wind', 'keylock', 'keylock', 'keylock', 'birdsong', 'footsteps', 'lightrain', 'pushbike', 'wind']"
quietstreet,"['keylock', 'footsteps', 'pushbike', 'lightrain', 'wind', 'keylock', 'lightrain', 'birdsong', 'keylock', 'keylock', 'pushbike', 'wind', 'pushbike', 'footsteps', 'lightrain', 'footsteps', 'footsteps', 'wind', 'wind', 'footsteps']"
quietstreet,"['wind', 'lightrain', 'pushbike', 'footsteps', 'keylock', 'pushbike', 'wind', 'pushbike', 'wind', 'footsteps', 'wind', 'pushbike', 'keylock', 'pushbike', 'birdsong', 'lightrain']"
quietstreet,"['wind', 'keylock', 'birdsong', 'birdsong', 'pushbike', 'lightrain', 'wind', 'lightrain', 'keylock', 'pushbike', 'lightrain', 'pushbike', 'wind', 'birdsong', 'wind', 'pushbike', 'birdsong', 'pushbike', 'lightrain', 'keylock']"
quietstreet,"['wind', 'birdsong', 'footsteps', 'footsteps', 'keylock', 'footsteps', 'keylock', 'footsteps', 'wind', 'wind', 'birdsong', 'wind', 'keylock', 'wind', 'birdsong']"
quietstreet,"['keylock', 'footsteps', 'footsteps', 'footsteps', 'footsteps', 'wind', 'birdsong', 'wind', 'pushbike', 'keylock', 'lightrain']"
quietstreet,"['footsteps', 'pushbike', 'birdsong', 'footsteps', 'pushbike', 'keylock', 'keylock', 'birdsong', 'lightrain']"
quietstreet,"['wind', 'keylock', 'keylock', 'keylock', 'wind', 'birdsong', 'wind', 'keylock', 'keylock', 'keylock', 'birdsong', 'footsteps', 'lightrain', 'pushbike', 'wind']"
quietstreet,"['keylock', 'footsteps', 'pushbike', 'lightrain', 'wind', 'keylock', 'lightrain', 'birdsong', 'keylock', 'keylock', 'pushbike', 'wind', 'pushbike', 'footsteps', 'lightrain', 'footsteps', 'footsteps', 'wind', 'wind', 'footsteps']"
quietstreet,"['wind', 'lightrain', 'pushbike', 'footsteps', 'keylock', 'pushbike', 'wind', 'pushbike', 'wind', 'footsteps', 'wind', 'pushbike', 'keylock', 'pushbike', 'birdsong', 'lightrain']"
quietstreet,"['wind', 'keylock', 'birdsong', 'birdsong', 'pushbike', 'lightrain', 'wind', 'lightrain', 'keylock', 'pushbike', 'lightrain', 'pushbike', 'wind', 'birdsong', 'wind', 'pushbike', 'birdsong', 'pushbike', 'lightrain', 'keylock']"
quietstreet,"['pushbike', 'lightrain', 'birdsong', 'footsteps', 'wind', 'pushbike', 'pushbike', 'footsteps', 'lightrain', 'keylock', 'pushbike', 'footsteps']"
quietstreet,"['wind', 'birdsong', 'footsteps', 'footsteps', 'keylock', 'footsteps', 'keylock', 'footsteps', 'wind', 'wind', 'birdsong', 'wind', 'keylock', 'wind', 'birdsong']"
quietstreet,"['keylock', 'footsteps', 'footsteps', 'footsteps', 'footsteps', 'wind', 'birdsong', 'wind', 'pushbike', 'keylock', 'lightrain']"
quietstreet,"['birdsong', 'footsteps', 'wind', 'keylock', 'pushbike', 'footsteps']"
quietstreet,"['keylock', 'footsteps', 'pushbike', 'lightrain', 'wind', 'keylock', 'lightrain', 'birdsong', 'keylock', 'keylock', 'pushbike', 'wind', 'pushbike', 'footsteps', 'lightrain', 'footsteps', 'footsteps', 'wind', 'wind', 'footsteps']"
quietstreet,"['wind', 'lightrain', 'pushbike', 'footsteps', 'keylock', 'pushbike', 'wind', 'pushbike', 'wind', 'footsteps', 'wind', 'pushbike', 'keylock', 'pushbike', 'birdsong', 'lightrain']"
quietstreet,"['wind', 'keylock', 'birdsong', 'birdsong', 'pushbike', 'lightrain', 'wind', 'lightrain', 'keylock', 'pushbike', 'lightrain', 'pushbike', 'wind', 'birdsong', 'wind', 'pushbike', 'birdsong', 'pushbike', 'lightrain', 'keylock']"
quietstreet,"['pushbike', 'lightrain', 'birdsong', 'footsteps', 'wind', 'pushbike', 'pushbike', 'footsteps', 'lightrain', 'keylock', 'pushbike', 'footsteps']"
quietstreet,"['wind', 'birdsong', 'footsteps', 'footsteps', 'keylock', 'footsteps', 'keylock', 'footsteps', 'wind', 'wind', 'birdsong', 'wind', 'keylock', 'wind', 'birdsong']"
quietstreet,"['keylock', 'footsteps', 'footsteps', 'footsteps', 'footsteps', 'wind', 'birdsong', 'wind', 'pushbike', 'keylock', 'lightrain']"
quietstreet,"['birdsong', 'footsteps', 'pushbike', 'keylock', 'wind', 'lightrain', 'wind', 'keylock', 'footsteps', 'footsteps', 'keylock', 'lightrain', 'lightrain', 'keylock', 'lightrain', 'footsteps', 'lightrain']"
quietstreet,"['footsteps', 'pushbike', 'birdsong', 'footsteps', 'pushbike', 'keylock', 'keylock', 'birdsong', 'lightrain']"
restaurant,"['laughter', 'cooking', 'chairsmoving', 'doorclose']"
restaurant,"['footsteps', 'cooking', 'chairsmoving', 'speech', 'speech', 'chairsmoving', 'footsteps', 'laughter', 'laughter', 'speech', 'cooking', 'chairsmoving']"
restaurant,"['chairsmoving', 'speech', 'laughter', 'speech', 'chairsmoving', 'doorclose', 'laughter', 'cooking', 'cooking', 'footsteps', 'cooking', 'speech', 'footsteps', 'laughter']"
restaurant,"['chairsmoving', 'laughter', 'cooking', 'footsteps', 'speech', 'doorclose']"
restaurant,"['doorclose', 'speech']"
restaurant,"['speech', 'chairsmoving', 'footsteps', 'chairsmoving', 'footsteps']"
restaurant,"['laughter', 'laughter', 'chairsmoving', 'laughter', 'doorclose', 'cooking', 'speech', 'speech', 'laughter', 'footsteps', 'doorclose', 'laughter', 'speech', 'footsteps', 'footsteps', 'laughter', 'cooking', 'laughter', 'speech', 'cooking']"
restaurant,"['doorclose', 'cooking', 'cooking']"
restaurant,"['cooking', 'footsteps', 'laughter']"
restaurant,"['speech', 'laughter', 'speech', 'footsteps', 'doorclose', 'laughter', 'speech']"
restaurant,"['chairsmoving', 'speech', 'laughter', 'speech', 'chairsmoving', 'doorclose', 'laughter', 'cooking', 'cooking', 'footsteps', 'cooking', 'speech', 'footsteps', 'laughter']"
restaurant,"['chairsmoving', 'laughter', 'cooking', 'footsteps', 'speech', 'doorclose']"
restaurant,"['laughter', 'laughter', 'chairsmoving', 'laughter', 'doorclose', 'cooking', 'speech', 'speech', 'laughter', 'footsteps', 'doorclose', 'laughter', 'speech', 'footsteps', 'footsteps', 'laughter', 'cooking', 'laughter', 'speech', 'cooking']"
restaurant,"['footsteps', 'cooking', 'chairsmoving', 'speech', 'speech', 'chairsmoving', 'footsteps', 'laughter', 'laughter', 'speech', 'cooking', 'chairsmoving']"
restaurant,"['doorclose', 'speech']"
restaurant,"['cooking', 'footsteps', 'laughter']"
restaurant,"['speech', 'laughter', 'speech', 'footsteps', 'doorclose', 'laughter', 'speech']"
restaurant,['laughter']
restaurant,"['doorclose', 'speech', 'laughter', 'cooking', 'footsteps', 'cooking', 'laughter', 'doorclose', 'cooking', 'speech', 'doorclose']"
restaurant,"['laughter', 'laughter', 'footsteps', 'chairsmoving', 'laughter', 'footsteps', 'cooking', 'speech', 'footsteps', 'laughter', 'footsteps', 'chairsmoving', 'chairsmoving', 'speech', 'doorclose']"
