lake,motorbike,mindthegap,speech,laughter,footstepsongrass,keylock,switch,trolley,keys,knock,train,cooking,cough,pushbike,doorslam,buspassby,checkoutbeeps,drawer,phone,doorclose,lightrain,running,gate,birdsong,footsteps,money,clearthroat,slidingDoorclose,wind,chairsmoving,bagrustle
[[0.72665536]],[[0.61948717]],[[0.6573356]],[[0.6020422]],[[0.60549814]],[[0.61754113]],[[0.4871258]],[[0.52175164]],[[0.65558815]],[[0.6122093]],[[0.5346593]],[[0.5500378]],[[0.6494558]],[[0.6697312]],[[0.6453162]],[[0.56048846]],[[0.6251231]],[[0.70557755]],[[0.6379371]],[[0.48233306]],[[0.5297807]],[[0.68873996]],[[0.55971134]],[[0.53649974]],[[0.54775715]],[[0.6307395]],[[0.63644636]],[[0.625643]],[[0.63252234]],[[0.66075957]],[[0.69673073]],[[0.730999]]
[[0.6773118]],[[0.65209985]],[[0.7294474]],[[0.5771898]],[[0.62687385]],[[0.69536763]],[[0.60695887]],[[0.54128736]],[[0.62763834]],[[0.65287924]],[[0.65197575]],[[0.5908263]],[[0.6472083]],[[0.6536555]],[[0.6915109]],[[0.6706779]],[[0.66391885]],[[0.7060007]],[[0.6819409]],[[0.11794668]],[[0.63337517]],[[0.73855746]],[[0.63902515]],[[0.6565818]],[[0.694515]],[[0.70265067]],[[0.60318965]],[[0.7009826]],[[0.73182714]],[[0.69062424]],[[0.69166714]],[[0.7281268]]
[[0.6907632]],[[0.65059525]],[[0.69029117]],[[0.55410945]],[[0.5593077]],[[0.5860504]],[[0.651982]],[[0.6177663]],[[0.65418637]],[[0.73442674]],[[0.5454277]],[[0.6276226]],[[0.659598]],[[0.6459396]],[[0.693184]],[[0.6173835]],[[0.67560196]],[[0.7244569]],[[0.7056612]],[[0.330989]],[[0.5451988]],[[0.6823706]],[[0.6104541]],[[0.6761445]],[[0.5554335]],[[0.59496534]],[[0.6414815]],[[0.68221074]],[[0.6317739]],[[0.6653087]],[[0.70572484]],[[0.70944154]]
[[0.6827781]],[[0.66883636]],[[0.69969434]],[[0.6372098]],[[0.6174302]],[[0.5798111]],[[0.59854895]],[[0.6477747]],[[0.7083432]],[[0.639218]],[[0.5885444]],[[0.6627126]],[[0.7070142]],[[0.7299291]],[[0.69487804]],[[0.6969201]],[[0.6827767]],[[0.7305333]],[[0.73026365]],[[0.4385972]],[[0.67001045]],[[0.7195027]],[[0.6428497]],[[0.6880432]],[[0.46623117]],[[0.64158714]],[[0.6406449]],[[0.6178401]],[[0.73797095]],[[0.6994177]],[[0.7647786]],[[0.7184696]]
[[0.7195591]],[[0.69166136]],[[0.71968466]],[[0.62774223]],[[0.77536345]],[[0.7150147]],[[0.65590316]],[[0.64301676]],[[0.7475605]],[[0.6988455]],[[0.6940832]],[[0.6303632]],[[0.6883833]],[[0.72091305]],[[0.7597225]],[[0.73927045]],[[0.7135767]],[[0.7325699]],[[0.7332574]],[[0.42662674]],[[0.6588571]],[[0.74392724]],[[0.669444]],[[0.7174689]],[[0.7778618]],[[0.7131515]],[[0.66428596]],[[0.7403355]],[[0.68308735]],[[0.7412085]],[[0.75863945]],[[0.8362476]]
[[0.7545075]],[[0.721512]],[[0.75584245]],[[0.6026169]],[[0.6607324]],[[0.6421763]],[[0.61907256]],[[0.5802963]],[[0.7633517]],[[0.63562787]],[[0.61619246]],[[0.6691022]],[[0.6979332]],[[0.68707705]],[[0.74041116]],[[0.70016253]],[[0.7044466]],[[0.7646496]],[[0.7356317]],[[0.3772081]],[[0.6343077]],[[0.71578515]],[[0.6889014]],[[0.6788928]],[[0.6300007]],[[0.6644671]],[[0.7034814]],[[0.712951]],[[0.6902741]],[[0.6831775]],[[0.7066767]],[[0.7727213]]
[[0.7174127]],[[0.6679344]],[[0.720592]],[[0.63831973]],[[0.720583]],[[0.7556317]],[[0.65121835]],[[0.52758354]],[[0.68820244]],[[0.71990913]],[[0.65380704]],[[0.592395]],[[0.666983]],[[0.669811]],[[0.6616022]],[[0.705385]],[[0.59023976]],[[0.66931075]],[[0.8064664]],[[0.5383073]],[[0.6721097]],[[0.63662547]],[[0.58834004]],[[0.5849308]],[[0.71344554]],[[0.7342891]],[[0.6795351]],[[0.67272174]],[[0.790282]],[[0.6688534]],[[0.76350063]],[[0.685483]]
[[0.7491667]],[[0.6873983]],[[0.67464423]],[[0.61662287]],[[0.659058]],[[0.65338033]],[[0.5520295]],[[0.59744084]],[[0.7223028]],[[0.669984]],[[0.58175087]],[[0.6218718]],[[0.6830404]],[[0.73958135]],[[0.7120775]],[[0.6523897]],[[0.74412775]],[[0.75202906]],[[0.66397095]],[[0.5312902]],[[0.6197971]],[[0.7456825]],[[0.62300336]],[[0.621613]],[[0.5514426]],[[0.7090919]],[[0.64441234]],[[0.63297904]],[[0.70309806]],[[0.6780902]],[[0.69360065]],[[0.79716384]]
[[0.703704]],[[0.6652069]],[[0.6927105]],[[0.6077941]],[[0.62709683]],[[0.5653671]],[[0.7047852]],[[0.6868408]],[[0.66001314]],[[0.7357214]],[[0.6230531]],[[0.6463764]],[[0.7236438]],[[0.69201684]],[[0.7021356]],[[0.5809314]],[[0.7404057]],[[0.67196393]],[[0.78215027]],[[0.63458604]],[[0.6475574]],[[0.71254885]],[[0.6051452]],[[0.7009526]],[[0.53915924]],[[0.5874741]],[[0.7019845]],[[0.6624088]],[[0.7365887]],[[0.59168726]],[[0.84744704]],[[0.66418284]]
[[0.7331008]],[[0.7177024]],[[0.69554496]],[[0.58024895]],[[0.6766111]],[[0.5947256]],[[0.705862]],[[0.7305187]],[[0.68126094]],[[0.7577587]],[[0.6495416]],[[0.6731358]],[[0.7716507]],[[0.69023]],[[0.77212536]],[[0.61585903]],[[0.68640375]],[[0.69733876]],[[0.8296994]],[[0.6600012]],[[0.67138314]],[[0.70275146]],[[0.65284157]],[[0.6688292]],[[0.5160833]],[[0.6524942]],[[0.75597095]],[[0.7408588]],[[0.78170455]],[[0.65140986]],[[0.84166825]],[[0.73754126]]
[[0.68959594]],[[0.63834107]],[[0.6561049]],[[0.5671484]],[[0.60351896]],[[0.63101625]],[[0.55127376]],[[0.5940355]],[[0.71820354]],[[0.6738604]],[[0.52549314]],[[0.6854667]],[[0.73924315]],[[0.70469916]],[[0.65805113]],[[0.61702806]],[[0.6512994]],[[0.66107047]],[[0.7339862]],[[0.5321251]],[[0.5202717]],[[0.71777165]],[[0.63565415]],[[0.56988144]],[[0.543682]],[[0.61695534]],[[0.64983773]],[[0.68247306]],[[0.6519778]],[[0.6445581]],[[0.74148154]],[[0.68165433]]
[[0.7226706]],[[0.6377017]],[[0.6671999]],[[0.687824]],[[0.67981875]],[[0.69167435]],[[0.517209]],[[0.5727352]],[[0.68727374]],[[0.5873603]],[[0.65028065]],[[0.6207736]],[[0.57664907]],[[0.59303117]],[[0.6681889]],[[0.6151844]],[[0.6881097]],[[0.73817545]],[[0.59177494]],[[0.5595706]],[[0.60379153]],[[0.74796534]],[[0.58729655]],[[0.57670105]],[[0.62137926]],[[0.6669403]],[[0.6704347]],[[0.66928625]],[[0.67517203]],[[0.6419304]],[[0.6994114]],[[0.66801023]]
[[0.66830486]],[[0.6277298]],[[0.7344341]],[[0.6620954]],[[0.6288922]],[[0.69632906]],[[0.50656074]],[[0.5849179]],[[0.6738313]],[[0.6235655]],[[0.56081367]],[[0.5960658]],[[0.613552]],[[0.6419755]],[[0.64425814]],[[0.5765799]],[[0.6475042]],[[0.72830236]],[[0.62735903]],[[0.5739441]],[[0.559728]],[[0.6925076]],[[0.594989]],[[0.57938397]],[[0.61941487]],[[0.6951382]],[[0.68840057]],[[0.6569605]],[[0.6554692]],[[0.67196095]],[[0.69473284]],[[0.730841]]
[[0.6942803]],[[0.666464]],[[0.6874346]],[[0.66239333]],[[0.67336833]],[[0.6660218]],[[0.6927022]],[[0.6726359]],[[0.68462414]],[[0.7235239]],[[0.6914102]],[[0.5662035]],[[0.7771689]],[[0.59144545]],[[0.6415801]],[[0.5636189]],[[0.6654451]],[[0.76160204]],[[0.7234428]],[[0.670923]],[[0.66329366]],[[0.6254711]],[[0.6600225]],[[0.5827762]],[[0.6006976]],[[0.6796691]],[[0.6979024]],[[0.7395886]],[[0.7149075]],[[0.6595331]],[[0.82659745]],[[0.5936518]]
[[0.6766433]],[[0.642193]],[[0.62691545]],[[0.6447887]],[[0.56803846]],[[0.62058514]],[[0.7871617]],[[0.5924203]],[[0.65420914]],[[0.76081204]],[[0.5995512]],[[0.58350766]],[[0.6431142]],[[0.49333978]],[[0.6696082]],[[0.6024632]],[[0.78151345]],[[0.7386085]],[[0.68155503]],[[0.64599794]],[[0.6233871]],[[0.6398598]],[[0.647105]],[[0.6279894]],[[0.5498018]],[[0.59799796]],[[0.6766294]],[[0.71299875]],[[0.6732525]],[[0.497051]],[[0.7073207]],[[0.68452734]]
[[0.7036635]],[[0.6746985]],[[0.6670524]],[[0.7058375]],[[0.63910234]],[[0.66775155]],[[0.79314053]],[[0.6343397]],[[0.74261487]],[[0.7883673]],[[0.6680281]],[[0.58205223]],[[0.6367471]],[[0.5400998]],[[0.6784909]],[[0.62969744]],[[0.8363715]],[[0.78158146]],[[0.6805469]],[[0.7140598]],[[0.69984657]],[[0.6663289]],[[0.6780888]],[[0.67708933]],[[0.58137566]],[[0.6545019]],[[0.7205122]],[[0.7024919]],[[0.6978978]],[[0.5126648]],[[0.74969137]],[[0.71126086]]
[[0.681018]],[[0.6175308]],[[0.6228808]],[[0.66227746]],[[0.655962]],[[0.66834164]],[[0.5481571]],[[0.62542737]],[[0.6418411]],[[0.58554816]],[[0.58841395]],[[0.6168767]],[[0.57970923]],[[0.7060946]],[[0.66614705]],[[0.5864042]],[[0.68390906]],[[0.7051787]],[[0.62375593]],[[0.61853445]],[[0.6386007]],[[0.7152139]],[[0.62113225]],[[0.5311488]],[[0.6748128]],[[0.6478983]],[[0.6102912]],[[0.72340965]],[[0.6142891]],[[0.67494076]],[[0.67352223]],[[0.6709062]]
[[0.7908007]],[[0.6260833]],[[0.64144087]],[[0.701655]],[[0.67335796]],[[0.6116646]],[[0.6462742]],[[0.71217453]],[[0.66661286]],[[0.632014]],[[0.658974]],[[0.62697357]],[[0.66311693]],[[0.6760043]],[[0.6366087]],[[0.64085007]],[[0.7291441]],[[0.6681533]],[[0.6172549]],[[0.72049785]],[[0.6795502]],[[0.653376]],[[0.64863193]],[[0.6495845]],[[0.71125484]],[[0.5970635]],[[0.66074777]],[[0.66946584]],[[0.6988738]],[[0.6119473]],[[0.64224714]],[[0.5841546]]
[[0.71291196]],[[0.68258905]],[[0.6906543]],[[0.6368993]],[[0.70658535]],[[0.7063856]],[[0.5747114]],[[0.61582464]],[[0.75896317]],[[0.67758596]],[[0.60698146]],[[0.6550318]],[[0.6512845]],[[0.8241637]],[[0.6962693]],[[0.7362728]],[[0.7495606]],[[0.68208027]],[[0.69882286]],[[0.6099996]],[[0.65993893]],[[0.7466179]],[[0.6237676]],[[0.59381574]],[[0.68239725]],[[0.7317272]],[[0.643366]],[[0.672651]],[[0.716648]],[[0.631418]],[[0.7182096]],[[0.77410114]]
[[0.7266775]],[[0.65928113]],[[0.676596]],[[0.6560349]],[[0.60855544]],[[0.63498574]],[[0.71947575]],[[0.60929596]],[[0.68278074]],[[0.7005527]],[[0.5835268]],[[0.7094072]],[[0.65741163]],[[0.61912066]],[[0.6523345]],[[0.7511686]],[[0.7778574]],[[0.62643874]],[[0.69599086]],[[0.64799064]],[[0.675056]],[[0.68265074]],[[0.6485386]],[[0.7293647]],[[0.661125]],[[0.5851613]],[[0.665249]],[[0.7053472]],[[0.69921494]],[[0.6786108]],[[0.78743005]],[[0.7268322]]
[[0.7152122]],[[0.6223972]],[[0.58268803]],[[0.6802168]],[[0.5925738]],[[0.63505673]],[[0.68205863]],[[0.5468201]],[[0.6693077]],[[0.65485036]],[[0.5990502]],[[0.65143484]],[[0.63795626]],[[0.6696942]],[[0.6147233]],[[0.6901684]],[[0.7729619]],[[0.60157454]],[[0.62781966]],[[0.65914774]],[[0.6200807]],[[0.6551799]],[[0.61990905]],[[0.6834693]],[[0.62534624]],[[0.6192242]],[[0.62815386]],[[0.62806904]],[[0.6678131]],[[0.6373415]],[[0.7348596]],[[0.6938786]]
[[0.8320153]],[[0.4534855]],[[0.70609987]],[[0.7273151]],[[0.6875503]],[[0.6266]],[[0.6715778]],[[0.4966125]],[[0.5918489]],[[0.5753179]],[[0.7563019]],[[0.58485967]],[[0.63125265]],[[0.7256557]],[[0.5153994]],[[0.6869515]],[[0.81796634]],[[0.70491016]],[[0.57356316]],[[0.6504926]],[[0.69633144]],[[0.67188394]],[[0.58278507]],[[0.5887243]],[[0.7323522]],[[0.57439476]],[[0.6543743]],[[0.7081318]],[[0.6654742]],[[0.56152797]],[[0.6011704]],[[0.6822626]]
[[0.72185284]],[[0.55844885]],[[0.6414476]],[[0.6880319]],[[0.6663294]],[[0.6658012]],[[0.6039877]],[[0.5825174]],[[0.525954]],[[0.6362999]],[[0.68969643]],[[0.5735385]],[[0.7313651]],[[0.7530953]],[[0.489192]],[[0.68699396]],[[0.6851552]],[[0.73173785]],[[0.5733524]],[[0.67995316]],[[0.63229924]],[[0.66814095]],[[0.592103]],[[0.5846038]],[[0.760402]],[[0.6720154]],[[0.59567255]],[[0.7639115]],[[0.62387216]],[[0.66108274]],[[0.5477369]],[[0.6310198]]
[[0.7094832]],[[0.5442114]],[[0.6424867]],[[0.724095]],[[0.72328246]],[[0.6802094]],[[0.6216964]],[[0.72329247]],[[0.6134385]],[[0.6305412]],[[0.78407574]],[[0.65443027]],[[0.6170958]],[[0.69996566]],[[0.6860184]],[[0.73914325]],[[0.74652433]],[[0.7594523]],[[0.5922508]],[[0.6621456]],[[0.7633703]],[[0.73689735]],[[0.6005582]],[[0.659641]],[[0.747263]],[[0.71203774]],[[0.6509292]],[[0.76643133]],[[0.7632612]],[[0.6996621]],[[0.5783192]],[[0.68080354]]
[[0.7456332]],[[0.52243876]],[[0.7776551]],[[0.7080623]],[[0.7095341]],[[0.74896395]],[[0.6886016]],[[0.64395046]],[[0.72930086]],[[0.74349827]],[[0.7290677]],[[0.659124]],[[0.65849495]],[[0.72646284]],[[0.6344593]],[[0.7249464]],[[0.7739178]],[[0.792892]],[[0.70070374]],[[0.6778998]],[[0.652744]],[[0.706306]],[[0.6549867]],[[0.58717614]],[[0.6655569]],[[0.7203808]],[[0.67400885]],[[0.7661166]],[[0.67439806]],[[0.47760832]],[[0.6611634]],[[0.7713227]]
[[0.6740535]],[[0.69111586]],[[0.7195637]],[[0.6368173]],[[0.6318828]],[[0.84704334]],[[0.6713915]],[[0.655226]],[[0.6973679]],[[0.73739266]],[[0.7067724]],[[0.64564264]],[[0.6312804]],[[0.6474194]],[[0.7331967]],[[0.6902375]],[[0.7032657]],[[0.73218447]],[[0.7216981]],[[0.68729377]],[[0.6565491]],[[0.6707791]],[[0.62999344]],[[0.6583619]],[[0.74247825]],[[0.85166633]],[[0.6594753]],[[0.7686192]],[[0.7502417]],[[0.47656852]],[[0.69729644]],[[0.71435183]]
[[0.7746389]],[[0.6793562]],[[0.6591965]],[[0.72870433]],[[0.66437465]],[[0.71950555]],[[0.5636125]],[[0.6341742]],[[0.56115866]],[[0.65482175]],[[0.6877538]],[[0.6731188]],[[0.6862139]],[[0.76167136]],[[0.71362686]],[[0.6935669]],[[0.66863054]],[[0.5646853]],[[0.5611077]],[[0.5623362]],[[0.6009633]],[[0.7495571]],[[0.59670925]],[[0.5642837]],[[0.775455]],[[0.729474]],[[0.4573899]],[[0.70517725]],[[0.6969974]],[[0.6904162]],[[0.75494665]],[[0.6796832]]
[[0.77105093]],[[0.64624465]],[[0.78094304]],[[0.71237993]],[[0.70412385]],[[0.77643216]],[[0.6674453]],[[0.64690167]],[[0.69710094]],[[0.6991831]],[[0.7323349]],[[0.67162704]],[[0.6663411]],[[0.7687814]],[[0.7009539]],[[0.7273826]],[[0.7374221]],[[0.64351606]],[[0.6359145]],[[0.5901222]],[[0.7097492]],[[0.7103219]],[[0.63798064]],[[0.6813744]],[[0.82926893]],[[0.7312393]],[[0.57962]],[[0.7372272]],[[0.7800471]],[[0.74430215]],[[0.66885245]],[[0.8181172]]
[[0.703547]],[[0.5689605]],[[0.6852694]],[[0.69235015]],[[0.66534066]],[[0.69722545]],[[0.6345537]],[[0.60834146]],[[0.69030595]],[[0.6758181]],[[0.6868976]],[[0.6259808]],[[0.6350527]],[[0.6732392]],[[0.62235934]],[[0.61777014]],[[0.67953014]],[[0.71311957]],[[0.6563527]],[[0.5233017]],[[0.64190876]],[[0.6893139]],[[0.6173513]],[[0.57315034]],[[0.71456057]],[[0.63644594]],[[0.6086105]],[[0.6330651]],[[0.70259166]],[[0.61120164]],[[0.70221645]],[[0.6916375]]
[[0.7829641]],[[0.6583845]],[[0.773929]],[[0.7433432]],[[0.73453337]],[[0.7578359]],[[0.6950466]],[[0.69620365]],[[0.7232412]],[[0.75837386]],[[0.72010684]],[[0.67647934]],[[0.7152614]],[[0.75637037]],[[0.67347765]],[[0.73716265]],[[0.808512]],[[0.7683519]],[[0.73173285]],[[0.67713165]],[[0.7037493]],[[0.70661765]],[[0.72017616]],[[0.6975947]],[[0.7744502]],[[0.73106205]],[[0.6898478]],[[0.7291697]],[[0.7758592]],[[0.8037467]],[[0.8019761]],[[0.74286854]]
[[0.68226707]],[[0.59346426]],[[0.57044935]],[[0.6710005]],[[0.688365]],[[0.6516342]],[[0.59133977]],[[0.59095335]],[[0.66594577]],[[0.50346255]],[[0.6351133]],[[0.62438273]],[[0.6270726]],[[0.7318205]],[[0.6294941]],[[0.6316116]],[[0.7639777]],[[0.6370188]],[[0.5507628]],[[0.58782065]],[[0.7011383]],[[0.65856117]],[[0.6072915]],[[0.64521754]],[[0.74379283]],[[0.65102994]],[[0.5913539]],[[0.6477322]],[[0.7017437]],[[0.60888636]],[[0.63807553]],[[0.6325927]]
[[0.66537756]],[[0.56382614]],[[0.640138]],[[0.6422201]],[[0.6208298]],[[0.6366251]],[[0.5843239]],[[0.67729187]],[[0.63956666]],[[0.6251227]],[[0.45040154]],[[0.6604215]],[[0.67282164]],[[0.634189]],[[0.6063864]],[[0.621942]],[[0.736854]],[[0.72647476]],[[0.61194587]],[[0.6063752]],[[0.6197114]],[[0.6546967]],[[0.6435363]],[[0.64453006]],[[0.71984625]],[[0.60789156]],[[0.60127413]],[[0.7593005]],[[0.61670905]],[[0.5999328]],[[0.64306486]],[[0.6337259]]
[[0.7295232]],[[0.6216681]],[[0.6852012]],[[0.69694513]],[[0.68376315]],[[0.6166633]],[[0.6187541]],[[0.66106296]],[[0.6355407]],[[0.6515832]],[[0.5424276]],[[0.6607717]],[[0.7423191]],[[0.6625151]],[[0.64202285]],[[0.69602334]],[[0.7295286]],[[0.7249017]],[[0.6378069]],[[0.6644179]],[[0.6994051]],[[0.69091415]],[[0.66282666]],[[0.68120944]],[[0.6821678]],[[0.65185905]],[[0.63225824]],[[0.73764485]],[[0.6976563]],[[0.6224054]],[[0.6874086]],[[0.7172604]]
[[0.6433273]],[[0.6169096]],[[0.651378]],[[0.6653663]],[[0.6835321]],[[0.63284683]],[[0.664035]],[[0.60300803]],[[0.681198]],[[0.6737335]],[[0.588623]],[[0.65090775]],[[0.52397394]],[[0.7114624]],[[0.65590596]],[[0.69714916]],[[0.734213]],[[0.7123312]],[[0.6174673]],[[0.6805709]],[[0.6410127]],[[0.6544449]],[[0.54191846]],[[0.63666886]],[[0.7219633]],[[0.5953313]],[[0.6008856]],[[0.671372]],[[0.6499136]],[[0.63775706]],[[0.53062296]],[[0.70789456]]
[[0.7198688]],[[0.717013]],[[0.682764]],[[0.7118695]],[[0.766042]],[[0.7129326]],[[0.7185411]],[[0.73123574]],[[0.77505815]],[[0.70346475]],[[0.63453496]],[[0.6636406]],[[0.71056914]],[[0.69760144]],[[0.7228856]],[[0.67417455]],[[0.7771093]],[[0.7795583]],[[0.62829304]],[[0.7428821]],[[0.7067482]],[[0.7251471]],[[0.5771841]],[[0.6675861]],[[0.79584736]],[[0.71557117]],[[0.66376686]],[[0.7367114]],[[0.77186024]],[[0.71843976]],[[0.79676425]],[[0.7678292]]
[[0.66825104]],[[0.5874535]],[[0.66566795]],[[0.7232993]],[[0.72100043]],[[0.58391947]],[[0.6531619]],[[0.6895709]],[[0.69316924]],[[0.6366153]],[[0.65038705]],[[0.67023015]],[[0.6003914]],[[0.76908004]],[[0.66917425]],[[0.74538255]],[[0.76034105]],[[0.75554186]],[[0.57851446]],[[0.66793084]],[[0.65347934]],[[0.70774096]],[[0.5940632]],[[0.66283876]],[[0.74906814]],[[0.58453184]],[[0.62769]],[[0.6905017]],[[0.63682806]],[[0.6504971]],[[0.50880355]],[[0.71502423]]
[[0.74082184]],[[0.6155606]],[[0.62114966]],[[0.7393185]],[[0.77950627]],[[0.7050426]],[[0.6294994]],[[0.5935216]],[[0.7256857]],[[0.5840008]],[[0.6320422]],[[0.673432]],[[0.6739799]],[[0.730592]],[[0.6098261]],[[0.6117526]],[[0.72013694]],[[0.6967086]],[[0.6611968]],[[0.61582613]],[[0.73382115]],[[0.6425334]],[[0.6690103]],[[0.7095534]],[[0.78703666]],[[0.70645326]],[[0.6701296]],[[0.6376075]],[[0.74024916]],[[0.5779355]],[[0.7402593]],[[0.6848581]]
[[0.7164799]],[[0.59513545]],[[0.65832984]],[[0.688378]],[[0.63495505]],[[0.5802429]],[[0.63348836]],[[0.64443856]],[[0.59457076]],[[0.63360023]],[[0.51572317]],[[0.632881]],[[0.6289326]],[[0.672853]],[[0.61601806]],[[0.7035648]],[[0.7031224]],[[0.69972396]],[[0.5745379]],[[0.5803026]],[[0.58230215]],[[0.6493525]],[[0.59828335]],[[0.6785151]],[[0.6949073]],[[0.56188846]],[[0.61384434]],[[0.698573]],[[0.58014834]],[[0.578539]],[[0.6074482]],[[0.6827938]]
[[0.6735956]],[[0.6107185]],[[0.629565]],[[0.59154415]],[[0.5102667]],[[0.67429864]],[[0.6514435]],[[0.5971984]],[[0.6655152]],[[0.6324503]],[[0.5519855]],[[0.5987998]],[[0.52518857]],[[0.5949186]],[[0.60854197]],[[0.6002321]],[[0.7370846]],[[0.6916629]],[[0.71905285]],[[0.5869253]],[[0.68253064]],[[0.63824034]],[[0.57973844]],[[0.6278385]],[[0.66628397]],[[0.65197724]],[[0.5471385]],[[0.70212936]],[[0.7205975]],[[0.588769]],[[0.69117415]],[[0.644158]]
[[0.6631506]],[[0.64749277]],[[0.72229177]],[[0.6091895]],[[0.53608584]],[[0.59246635]],[[0.6446239]],[[0.70286334]],[[0.73247534]],[[0.64866495]],[[0.54035944]],[[0.6271945]],[[0.607943]],[[0.5675862]],[[0.6865027]],[[0.67311585]],[[0.79763323]],[[0.7326431]],[[0.6728948]],[[0.6338018]],[[0.64236295]],[[0.6994593]],[[0.6115685]],[[0.7175921]],[[0.6085886]],[[0.5756995]],[[0.62339175]],[[0.75071615]],[[0.70204437]],[[0.6268301]],[[0.7144195]],[[0.76918745]]
[[0.67197865]],[[0.49247682]],[[0.6897632]],[[0.70996714]],[[0.6998358]],[[0.6771269]],[[0.59674454]],[[0.66931343]],[[0.67813635]],[[0.67897505]],[[0.701217]],[[0.6205016]],[[0.7053466]],[[0.722924]],[[0.61059654]],[[0.6647001]],[[0.76655936]],[[0.78063977]],[[0.65825117]],[[0.6871036]],[[0.67110145]],[[0.7340684]],[[0.60523987]],[[0.67333186]],[[0.7230656]],[[0.65537596]],[[0.62733597]],[[0.7558371]],[[0.6950471]],[[0.6495993]],[[0.6588007]],[[0.6449361]]
[[0.69663596]],[[0.6695602]],[[0.62885934]],[[0.68290824]],[[0.67011034]],[[0.71637535]],[[0.664808]],[[0.6098716]],[[0.7255523]],[[0.69980764]],[[0.69782776]],[[0.6491346]],[[0.6535145]],[[0.6683122]],[[0.70589757]],[[0.6007526]],[[0.776952]],[[0.716048]],[[0.75579077]],[[0.6987314]],[[0.62957835]],[[0.64971924]],[[0.64838237]],[[0.56511074]],[[0.7312113]],[[0.76289177]],[[0.6563718]],[[0.6964388]],[[0.67412806]],[[0.6043911]],[[0.788304]],[[0.67621577]]
[[0.7012774]],[[0.70474184]],[[0.79099995]],[[0.70493186]],[[0.7027147]],[[0.65778184]],[[0.7669249]],[[0.7718191]],[[0.7319029]],[[0.73762465]],[[0.67535067]],[[0.690466]],[[0.6036439]],[[0.65002084]],[[0.6981266]],[[0.7457315]],[[0.8409875]],[[0.8327713]],[[0.73527354]],[[0.7140506]],[[0.7322859]],[[0.7231301]],[[0.6930437]],[[0.7343401]],[[0.58953]],[[0.6835936]],[[0.7095915]],[[0.7915128]],[[0.7543918]],[[0.59356695]],[[0.6942704]],[[0.7923751]]
[[0.6321683]],[[0.6112537]],[[0.73187494]],[[0.7826135]],[[0.73888314]],[[0.81083435]],[[0.5908633]],[[0.6345767]],[[0.7470536]],[[0.70430696]],[[0.61040854]],[[0.68721306]],[[0.70091295]],[[0.74594533]],[[0.66003174]],[[0.70316035]],[[0.7836231]],[[0.7655098]],[[0.71707034]],[[0.69719315]],[[0.69291615]],[[0.69832623]],[[0.66394866]],[[0.7308836]],[[0.82704544]],[[0.8091779]],[[0.65080214]],[[0.6455654]],[[0.77215874]],[[0.7304534]],[[0.7457035]],[[0.6176613]]
[[0.67950857]],[[0.6266265]],[[0.74146414]],[[0.6222737]],[[0.5540677]],[[0.666793]],[[0.69007236]],[[0.6723747]],[[0.6656177]],[[0.67393583]],[[0.6441642]],[[0.65426564]],[[0.5658839]],[[0.68011177]],[[0.65409267]],[[0.6352067]],[[0.77488226]],[[0.71859694]],[[0.75691134]],[[0.6917222]],[[0.716418]],[[0.6128293]],[[0.65239644]],[[0.6640816]],[[0.6304898]],[[0.670861]],[[0.6579908]],[[0.73749495]],[[0.7500581]],[[0.61622584]],[[0.6949678]],[[0.77574927]]
[[0.6814283]],[[0.6288439]],[[0.7173064]],[[0.66643834]],[[0.5945231]],[[0.63554764]],[[0.6030503]],[[0.6402916]],[[0.685845]],[[0.62819475]],[[0.5226434]],[[0.6505494]],[[0.5356757]],[[0.60541415]],[[0.60223615]],[[0.5915552]],[[0.6791266]],[[0.69318205]],[[0.6477593]],[[0.6490028]],[[0.64685553]],[[0.67814434]],[[0.6245046]],[[0.63223934]],[[0.6437939]],[[0.66543067]],[[0.64752126]],[[0.71255577]],[[0.65281045]],[[0.6671735]],[[0.76228064]],[[0.65845186]]
[[0.7244441]],[[0.64679193]],[[0.68820345]],[[0.6196545]],[[0.5730199]],[[0.68189335]],[[0.63556707]],[[0.58916104]],[[0.71561706]],[[0.68223274]],[[0.54875755]],[[0.6492838]],[[0.629387]],[[0.6583357]],[[0.5717242]],[[0.57234836]],[[0.72897506]],[[0.6240835]],[[0.7565964]],[[0.6260626]],[[0.6226311]],[[0.6339325]],[[0.6447357]],[[0.67433095]],[[0.6482821]],[[0.69645846]],[[0.6003896]],[[0.655817]],[[0.64896876]],[[0.68389034]],[[0.77527916]],[[0.67889524]]
[[0.702609]],[[0.70418173]],[[0.7075892]],[[0.6276162]],[[0.6253137]],[[0.6646103]],[[0.7726344]],[[0.7272519]],[[0.74083793]],[[0.73663193]],[[0.68749624]],[[0.7177293]],[[0.6530638]],[[0.62802434]],[[0.66154844]],[[0.6703211]],[[0.7534698]],[[0.74114394]],[[0.7466477]],[[0.72885376]],[[0.69327277]],[[0.6586913]],[[0.6899877]],[[0.69368654]],[[0.68911433]],[[0.69344485]],[[0.7323959]],[[0.7538052]],[[0.68234897]],[[0.593165]],[[0.7138862]],[[0.7583051]]
