cough,pushbike,drawer,cooking,keys,slidingDoorclose,train,lake,switch,buspassby,footstepsongrass,lightrain,chairsmoving,doorclose,knock,mindthegap,motorbike,birdsong,keylock,wind,trolley,bagrustle,laughter,footsteps,gate,checkoutbeeps,running,doorslam,speech,clearthroat,money,phone
[[0.75631475]],[[0.8093246]],[[0.7112626]],[[0.5722544]],[[0.8671394]],[[0.880218]],[[0.68203473]],[[0.79314506]],[[0.7326572]],[[0.8278145]],[[0.8798461]],[[0.7468281]],[[0.82245505]],[[0.776034]],[[0.87157404]],[[0.8343194]],[[0.78551364]],[[0.7966267]],[[0.81788576]],[[0.719001]],[[0.7726848]],[[0.83376944]],[[0.6965656]],[[0.81425714]],[[0.78953546]],[[0.83391935]],[[0.6529727]],[[0.7556897]],[[0.5534353]],[[0.8556808]],[[0.6552766]],[[0.6699813]]
[[0.8454577]],[[0.7412853]],[[0.7563136]],[[0.71203375]],[[0.7824736]],[[0.69943696]],[[0.707443]],[[0.8117733]],[[0.65321153]],[[0.7857569]],[[0.7678997]],[[0.77123654]],[[0.840482]],[[0.6049661]],[[0.8082832]],[[0.777596]],[[0.75964344]],[[0.722723]],[[0.65198356]],[[0.73381984]],[[0.7615858]],[[0.7507738]],[[0.6576978]],[[0.6506968]],[[0.6864755]],[[0.734449]],[[0.6849728]],[[0.6946459]],[[0.7394766]],[[0.80382466]],[[0.7572906]],[[0.5929684]]
[[0.8267473]],[[0.767777]],[[0.7224969]],[[0.7437174]],[[0.7798759]],[[0.91272813]],[[0.7191053]],[[0.70967317]],[[0.66383326]],[[0.76740146]],[[0.76978266]],[[0.7944941]],[[0.7758713]],[[0.7671282]],[[0.75641656]],[[0.81113064]],[[0.7639481]],[[0.7265487]],[[0.8231354]],[[0.70253783]],[[0.6665579]],[[0.80433935]],[[0.7280381]],[[0.70501757]],[[0.73524535]],[[0.7163096]],[[0.6956456]],[[0.73145556]],[[0.6246532]],[[0.846346]],[[0.5941485]],[[0.19466984]]
[[0.89663225]],[[0.8412148]],[[0.9314891]],[[0.8145784]],[[0.8184362]],[[0.9524273]],[[0.8515812]],[[0.8519895]],[[0.687893]],[[0.8153804]],[[0.93053496]],[[0.87566745]],[[0.9050147]],[[0.80553]],[[0.8396256]],[[0.8383861]],[[0.8573872]],[[0.7772976]],[[0.7627163]],[[0.8088676]],[[0.7660861]],[[0.90652144]],[[0.80486107]],[[0.86188114]],[[0.71707857]],[[0.7488394]],[[0.81044734]],[[0.778716]],[[0.82514673]],[[0.90309554]],[[0.81399655]],[[0.5113485]]
[[0.8938175]],[[0.75528103]],[[0.866932]],[[0.8130627]],[[0.8186123]],[[0.89597344]],[[0.80617917]],[[0.7546609]],[[0.74519956]],[[0.8356428]],[[0.70765764]],[[0.8179219]],[[0.9035012]],[[0.79597735]],[[0.78054786]],[[0.81112254]],[[0.719082]],[[0.5808522]],[[0.72681767]],[[0.7279587]],[[0.7591239]],[[0.76266617]],[[0.76816946]],[[0.70783234]],[[0.8150393]],[[0.8360779]],[[0.76767534]],[[0.7302722]],[[0.70891637]],[[0.7871349]],[[0.73974794]],[[0.5377677]]
[[0.9270439]],[[0.9479227]],[[0.9234671]],[[0.92571545]],[[0.8893632]],[[0.9262031]],[[0.9035612]],[[0.8719651]],[[0.7942134]],[[0.8201594]],[[0.93803257]],[[0.9760678]],[[0.84165317]],[[0.8996669]],[[0.8991323]],[[0.94783515]],[[0.93565255]],[[0.87785316]],[[0.88007015]],[[0.8923099]],[[0.8638869]],[[0.9822629]],[[0.8783608]],[[0.92099404]],[[0.89946544]],[[0.88412374]],[[0.89880615]],[[0.89636886]],[[0.8505491]],[[0.8914666]],[[0.8841286]],[[0.59295106]]
[[0.9125137]],[[0.8951019]],[[0.97612715]],[[0.8841175]],[[0.81234163]],[[0.9733853]],[[0.91531485]],[[0.87089205]],[[0.7060152]],[[0.8960919]],[[0.8982536]],[[0.8901466]],[[0.91803086]],[[0.828521]],[[0.7685299]],[[0.9537545]],[[0.8723291]],[[0.7805445]],[[0.8442501]],[[0.80066633]],[[0.85657793]],[[0.9335551]],[[0.85185426]],[[0.88427687]],[[0.8466728]],[[0.82714254]],[[0.84670234]],[[0.79766035]],[[0.78908205]],[[0.8354695]],[[0.8762495]],[[0.6016514]]
[[0.8397081]],[[0.7427156]],[[0.8350735]],[[0.8342849]],[[0.843259]],[[0.9266845]],[[0.6884166]],[[0.8669772]],[[0.7393351]],[[0.7964841]],[[0.85104066]],[[0.82242936]],[[0.8433157]],[[0.86054385]],[[0.8540737]],[[0.89653856]],[[0.81255555]],[[0.81088483]],[[0.77937573]],[[0.79291636]],[[0.7591324]],[[0.91811174]],[[0.8105056]],[[0.72228676]],[[0.8079374]],[[0.78740275]],[[0.7354368]],[[0.8333656]],[[0.79364043]],[[0.81618536]],[[0.8290734]],[[0.66586196]]
[[0.94263494]],[[0.83073777]],[[0.7927779]],[[0.80351573]],[[0.8310164]],[[0.77694476]],[[0.7959507]],[[0.84373677]],[[0.73424554]],[[0.8090929]],[[0.8409574]],[[0.86800927]],[[0.90111864]],[[0.6931312]],[[0.8756023]],[[0.817545]],[[0.8019806]],[[0.77998334]],[[0.664081]],[[0.8148655]],[[0.8472796]],[[0.8429926]],[[0.8007058]],[[0.7709047]],[[0.7391332]],[[0.7776812]],[[0.8067745]],[[0.76492345]],[[0.8561155]],[[0.8661128]],[[0.8306474]],[[0.67545795]]
[[0.827212]],[[0.72489077]],[[0.8841046]],[[0.80602974]],[[0.8317693]],[[0.7712885]],[[0.75461084]],[[0.68485224]],[[0.7195306]],[[0.73132896]],[[0.71591306]],[[0.7452099]],[[0.90295035]],[[0.6622951]],[[0.8217983]],[[0.86809844]],[[0.7768698]],[[0.68224823]],[[0.83049655]],[[0.655661]],[[0.7248062]],[[0.7384201]],[[0.65002966]],[[0.67151237]],[[0.74727476]],[[0.7526955]],[[0.7361708]],[[0.5987048]],[[0.7059869]],[[0.7735449]],[[0.7147883]],[[0.63402903]]
[[0.8505302]],[[0.8192212]],[[0.9724874]],[[0.8889351]],[[0.9401737]],[[0.8242677]],[[0.8187518]],[[0.7723835]],[[0.89410233]],[[0.8294544]],[[0.8158457]],[[0.8352128]],[[0.9487168]],[[0.7934906]],[[0.8916887]],[[0.9192441]],[[0.87102234]],[[0.74014735]],[[0.88909495]],[[0.7369248]],[[0.85447896]],[[0.7649249]],[[0.7892183]],[[0.81498075]],[[0.8360949]],[[0.85291684]],[[0.8562087]],[[0.7280446]],[[0.8001336]],[[0.82349014]],[[0.8235133]],[[0.83607286]]
[[0.80214655]],[[0.68865]],[[0.81053925]],[[0.8048306]],[[0.7979255]],[[0.7894912]],[[0.8019351]],[[0.7005434]],[[0.6706312]],[[0.79375875]],[[0.8108389]],[[0.67602533]],[[0.8878788]],[[0.7327587]],[[0.6958156]],[[0.76990324]],[[0.72592473]],[[0.65815985]],[[0.8037741]],[[0.72933805]],[[0.7624942]],[[0.73555344]],[[0.69862735]],[[0.7450479]],[[0.76238585]],[[0.6183894]],[[0.7847977]],[[0.59517264]],[[0.7597735]],[[0.8457392]],[[0.72625357]],[[0.67066854]]
[[0.86479133]],[[0.7791321]],[[0.85096985]],[[0.82070947]],[[0.8626838]],[[0.84671587]],[[0.8333725]],[[0.9160086]],[[0.75187826]],[[0.93561953]],[[0.8532503]],[[0.9077515]],[[0.9309913]],[[0.7823929]],[[0.8773354]],[[0.8692231]],[[0.7459327]],[[0.87531817]],[[0.82301146]],[[0.8186566]],[[0.8744792]],[[0.83788216]],[[0.8201018]],[[0.75181794]],[[0.7446761]],[[0.7860259]],[[0.86091155]],[[0.81868106]],[[0.8742081]],[[0.8851912]],[[0.94788074]],[[0.7703942]]
[[0.85890275]],[[0.8058578]],[[0.83586127]],[[0.7353225]],[[0.8223485]],[[0.7674273]],[[0.8040885]],[[0.85226774]],[[0.71581763]],[[0.8431681]],[[0.8266587]],[[0.8012375]],[[0.91884804]],[[0.705862]],[[0.8669593]],[[0.8572714]],[[0.8013663]],[[0.83007956]],[[0.7323879]],[[0.78341556]],[[0.87336123]],[[0.81308997]],[[0.72538483]],[[0.709324]],[[0.7637411]],[[0.7727936]],[[0.79241806]],[[0.7245756]],[[0.8149564]],[[0.8784283]],[[0.8599388]],[[0.70217615]]
[[0.70242226]],[[0.8399254]],[[0.83298266]],[[0.79249895]],[[0.80641377]],[[0.69581866]],[[0.81754845]],[[0.6630666]],[[0.73904854]],[[0.7146178]],[[0.73501873]],[[0.6494898]],[[1.0335891]],[[0.7244874]],[[0.787537]],[[0.7615427]],[[0.8547533]],[[0.6454313]],[[0.7746695]],[[0.606226]],[[0.83728015]],[[0.696468]],[[0.7300924]],[[0.769529]],[[0.6428867]],[[0.81374484]],[[0.79073036]],[[0.6193798]],[[0.72272074]],[[0.77881074]],[[0.78038406]],[[0.7260887]]
[[0.74220765]],[[0.8699369]],[[0.8799061]],[[0.7048941]],[[0.86621547]],[[0.8142375]],[[0.75004846]],[[0.8343858]],[[0.6981249]],[[0.8520559]],[[0.8096383]],[[0.8182026]],[[0.8330457]],[[0.75863224]],[[0.7406603]],[[0.7480401]],[[0.82941496]],[[0.62929904]],[[0.8632261]],[[0.5818188]],[[0.7990875]],[[0.8518772]],[[0.67315096]],[[0.76026577]],[[0.7084827]],[[0.7785013]],[[0.762058]],[[0.72092605]],[[0.6566571]],[[0.8048155]],[[0.70803386]],[[0.80259883]]
[[0.77767926]],[[0.93457574]],[[0.87392825]],[[0.7126683]],[[0.8013371]],[[0.8314785]],[[0.73051715]],[[0.79099035]],[[0.74801636]],[[0.8858485]],[[0.82791233]],[[0.77832377]],[[0.9107969]],[[0.77297914]],[[0.77854633]],[[0.75190127]],[[0.8750126]],[[0.66172194]],[[0.84475887]],[[0.57942307]],[[0.8155012]],[[0.847626]],[[0.72863144]],[[0.81069726]],[[0.74179196]],[[0.7672949]],[[0.836749]],[[0.72912234]],[[0.7327055]],[[0.7813797]],[[0.76969665]],[[0.8776202]]
[[0.98795503]],[[0.82190984]],[[0.7150128]],[[0.8441206]],[[0.8445228]],[[0.65899324]],[[0.8488329]],[[0.8968556]],[[0.8298789]],[[0.9601346]],[[0.86790943]],[[0.83431053]],[[0.77520514]],[[0.78815866]],[[0.8631997]],[[0.8574419]],[[0.82013965]],[[0.8697016]],[[0.8618518]],[[0.83340836]],[[0.89251363]],[[0.9494898]],[[0.7818346]],[[0.7508563]],[[0.82581747]],[[0.8890522]],[[0.8870741]],[[0.8986533]],[[0.86247814]],[[0.88124526]],[[0.7730227]],[[0.8134651]]
[[0.87209064]],[[0.74683774]],[[0.72682256]],[[0.7904496]],[[0.8224967]],[[0.749506]],[[0.75242317]],[[0.9221091]],[[0.796091]],[[0.9155579]],[[0.7887131]],[[0.7707249]],[[0.8066626]],[[0.6238117]],[[0.8189417]],[[0.7884264]],[[0.7476495]],[[0.79962444]],[[0.7865443]],[[0.7766063]],[[0.7079737]],[[0.73209864]],[[0.82893276]],[[0.76090556]],[[0.7052548]],[[0.9681397]],[[0.8274823]],[[0.71315]],[[0.9277681]],[[0.8643623]],[[0.8339448]],[[0.8677429]]
[[0.83855677]],[[0.82555306]],[[0.7211789]],[[0.7107086]],[[0.74391145]],[[0.7728588]],[[0.72667116]],[[0.79802656]],[[0.71083]],[[0.7902048]],[[0.845916]],[[0.7953108]],[[0.84977794]],[[0.68578523]],[[0.7642529]],[[0.74982727]],[[0.7807685]],[[0.7017063]],[[0.6475169]],[[0.7018861]],[[0.8507241]],[[0.8352113]],[[0.70688343]],[[0.77431357]],[[0.6362778]],[[0.77130604]],[[0.68987244]],[[0.6971617]],[[0.7571804]],[[0.8357699]],[[0.70935583]],[[0.6406487]]
[[0.64894015]],[[0.85095394]],[[0.83966464]],[[0.7413011]],[[0.751325]],[[0.7736482]],[[0.6956645]],[[0.8077681]],[[0.7477522]],[[0.9085451]],[[0.8316661]],[[0.77316546]],[[0.8866562]],[[0.7904172]],[[0.64180684]],[[0.7080889]],[[0.83677745]],[[0.7081097]],[[0.89145845]],[[0.6908177]],[[0.87029487]],[[0.8291396]],[[0.66181445]],[[0.7736794]],[[0.71966374]],[[0.7667779]],[[0.7527231]],[[0.7769171]],[[0.8392859]],[[0.86787987]],[[0.7074207]],[[0.74180645]]
[[0.7528948]],[[0.7920981]],[[0.86969906]],[[0.7333984]],[[0.8193026]],[[0.73439825]],[[0.7606061]],[[0.91277725]],[[0.7811715]],[[0.89593923]],[[0.80472875]],[[0.8357739]],[[0.8315331]],[[0.7638808]],[[0.72125953]],[[0.73355865]],[[0.828381]],[[0.6624429]],[[0.8615056]],[[0.74010706]],[[0.87889844]],[[0.8048161]],[[0.77437896]],[[0.79671365]],[[0.76032996]],[[0.7412287]],[[0.80474603]],[[0.8002942]],[[0.8805306]],[[0.8389038]],[[0.82423663]],[[0.8246606]]
[[0.80327725]],[[0.6198273]],[[0.64023554]],[[0.76895654]],[[0.67331463]],[[0.7640393]],[[0.6149648]],[[0.9010836]],[[0.59312296]],[[0.81183946]],[[0.7978262]],[[0.83646786]],[[0.81797665]],[[0.756029]],[[0.79043806]],[[0.8178539]],[[0.5382511]],[[0.7875164]],[[0.72395265]],[[0.66318226]],[[0.667679]],[[0.8139678]],[[0.73191714]],[[0.71460587]],[[0.71802926]],[[0.9355583]],[[0.77793586]],[[0.77669036]],[[0.8402982]],[[0.89815205]],[[0.678293]],[[0.74296486]]
[[0.86567885]],[[0.6370504]],[[0.7009826]],[[0.8124846]],[[0.7271254]],[[0.7141647]],[[0.70642924]],[[0.8489369]],[[0.72615916]],[[0.8474027]],[[0.7582129]],[[0.80731773]],[[0.74168074]],[[0.85045964]],[[0.84259653]],[[0.8418098]],[[0.710597]],[[0.8195572]],[[0.77567947]],[[0.70740527]],[[0.67832583]],[[0.85932773]],[[0.88140357]],[[0.73416907]],[[0.76514775]],[[0.8281789]],[[0.78868693]],[[0.74014175]],[[0.92217904]],[[0.96210647]],[[0.7600303]],[[0.8172396]]
[[0.9098638]],[[0.8817407]],[[0.76637346]],[[0.7922263]],[[0.8536884]],[[0.7701099]],[[0.8178672]],[[0.9181115]],[[0.81962687]],[[0.9028841]],[[0.7779247]],[[0.90871364]],[[0.7652354]],[[0.76791835]],[[0.86031574]],[[0.89283484]],[[0.7164822]],[[0.80122584]],[[0.8543534]],[[0.778691]],[[0.7854169]],[[0.86577666]],[[0.86344767]],[[0.7579529]],[[0.84258974]],[[0.8253003]],[[0.79804456]],[[0.8282509]],[[0.87832713]],[[0.91687924]],[[0.8178011]],[[0.78501046]]
[[0.944577]],[[0.7622225]],[[0.79770947]],[[0.7986268]],[[0.8240642]],[[0.86365306]],[[0.84755653]],[[0.95666087]],[[0.74067354]],[[0.89055455]],[[0.9012636]],[[0.83060396]],[[0.853547]],[[0.8212173]],[[0.826322]],[[0.85214555]],[[0.5972129]],[[0.80430436]],[[0.883819]],[[0.6133739]],[[0.794109]],[[0.9330951]],[[0.8518876]],[[0.813156]],[[0.81639]],[[0.8446868]],[[0.8038535]],[[0.77130973]],[[0.9433965]],[[0.90432036]],[[0.7807236]],[[0.7979755]]
[[0.7962409]],[[0.96393645]],[[0.80666506]],[[0.76958656]],[[0.88294464]],[[0.9853775]],[[0.7443378]],[[0.84113103]],[[0.8007598]],[[0.91202235]],[[0.9949665]],[[0.89168394]],[[0.8527656]],[[0.8945029]],[[0.88984984]],[[0.858001]],[[0.8261556]],[[0.85761833]],[[0.91605985]],[[0.6303941]],[[0.80723166]],[[0.8540775]],[[0.82448226]],[[0.89896697]],[[0.8519651]],[[0.7655364]],[[0.7893982]],[[0.8255408]],[[0.8369991]],[[0.85487795]],[[0.7785133]],[[0.79680973]]
[[0.93004525]],[[0.88725936]],[[0.7407828]],[[0.9390187]],[[0.8943125]],[[0.91931117]],[[0.8721161]],[[0.93619084]],[[0.8762988]],[[0.8908376]],[[0.9260284]],[[0.9490085]],[[0.93252426]],[[0.892224]],[[0.8397126]],[[0.8756502]],[[0.9027678]],[[0.93109596]],[[0.82641804]],[[0.9216434]],[[0.8366735]],[[0.9262719]],[[0.9219774]],[[0.85228544]],[[0.88874847]],[[0.66660845]],[[0.92897]],[[0.8745352]],[[0.8461305]],[[0.9140584]],[[0.7766378]],[[0.8024988]]
[[0.8487708]],[[0.80008733]],[[0.7074791]],[[0.6772133]],[[0.7563541]],[[0.8968607]],[[0.7701757]],[[0.7010484]],[[0.73302984]],[[0.88263357]],[[0.82755697]],[[0.7946062]],[[0.7995084]],[[0.77042735]],[[0.77176404]],[[0.9069642]],[[0.7280505]],[[0.7736333]],[[0.8562185]],[[0.7936529]],[[0.7478655]],[[0.8920366]],[[0.73333234]],[[0.78507]],[[0.8415962]],[[0.7702362]],[[0.7697648]],[[0.7914638]],[[0.82099885]],[[0.8682014]],[[0.6515463]],[[0.54063606]]
[[0.74663436]],[[0.78888214]],[[0.72659606]],[[0.68927467]],[[0.761737]],[[0.8467616]],[[0.7504298]],[[0.6559345]],[[0.6980083]],[[0.83384156]],[[0.8463777]],[[0.7155087]],[[0.7465959]],[[0.8025364]],[[0.74871105]],[[0.80072415]],[[0.6926029]],[[0.8160559]],[[0.79983675]],[[0.6802079]],[[0.7974269]],[[0.8130439]],[[0.6905801]],[[0.729541]],[[0.793797]],[[0.8512146]],[[0.6949958]],[[0.75523525]],[[0.7524205]],[[0.87626547]],[[0.6334342]],[[0.48186803]]
[[0.8912067]],[[0.9884008]],[[0.94500285]],[[0.95090145]],[[0.99768853]],[[0.9584003]],[[1.0421482]],[[0.86341774]],[[0.87927854]],[[1.0105264]],[[1.0034459]],[[0.8436117]],[[0.89424133]],[[1.0152533]],[[0.94389004]],[[0.98641056]],[[0.9589092]],[[0.9958379]],[[0.9361142]],[[0.99655706]],[[1.0182762]],[[0.95032865]],[[0.89527565]],[[0.96513]],[[1.0731666]],[[1.0001163]],[[0.9850358]],[[0.9661381]],[[0.9805098]],[[0.9780122]],[[1.0019069]],[[0.8813156]]
[[0.82534444]],[[0.76230574]],[[0.60540843]],[[0.7065159]],[[0.7527958]],[[0.7039532]],[[0.8113537]],[[0.79038477]],[[0.69550335]],[[0.86902624]],[[0.81593025]],[[0.7865405]],[[0.77256083]],[[0.67016774]],[[0.80133307]],[[0.85474646]],[[0.7243986]],[[0.81008905]],[[0.7721075]],[[0.7591796]],[[0.7711094]],[[0.7975507]],[[0.7364528]],[[0.71054757]],[[0.7466619]],[[0.8343411]],[[0.78914344]],[[0.7561009]],[[0.7949156]],[[0.84480095]],[[0.6706743]],[[0.6364712]]
[[0.75212556]],[[0.78208315]],[[0.73174906]],[[0.7951585]],[[0.6605329]],[[0.7487351]],[[0.76118934]],[[0.70751655]],[[0.73164856]],[[0.8176961]],[[0.74578726]],[[0.67036784]],[[0.76726055]],[[0.66169375]],[[0.70460296]],[[0.7773717]],[[0.78230256]],[[0.71975493]],[[0.5881884]],[[0.65836716]],[[0.693696]],[[0.6336673]],[[0.76395]],[[0.68053555]],[[0.65155166]],[[0.8753487]],[[0.6885536]],[[0.6060729]],[[0.78626245]],[[0.8330019]],[[0.7093827]],[[0.731055]]
[[0.75706565]],[[0.71879745]],[[0.81686884]],[[0.8725719]],[[0.77734745]],[[0.7704251]],[[0.8021053]],[[0.76449466]],[[0.77471215]],[[0.84124285]],[[0.7541803]],[[0.73019564]],[[0.8193729]],[[0.7007995]],[[0.7330501]],[[0.75112367]],[[0.78071123]],[[0.707384]],[[0.6824646]],[[0.60946274]],[[0.78309584]],[[0.64497364]],[[0.74417764]],[[0.7257299]],[[0.70149595]],[[0.8097693]],[[0.750224]],[[0.6176853]],[[0.79045665]],[[0.82692623]],[[0.7229982]],[[0.7815937]]
[[0.76137495]],[[0.8337906]],[[0.61100316]],[[0.7172773]],[[0.84657025]],[[0.7571141]],[[0.7148979]],[[0.7908411]],[[0.7661356]],[[0.8977916]],[[0.7157612]],[[0.8124322]],[[0.64265394]],[[0.6643643]],[[0.82041967]],[[0.7509991]],[[0.73998976]],[[0.8145957]],[[0.8691484]],[[0.71707726]],[[0.7320564]],[[0.8417888]],[[0.7053323]],[[0.6262787]],[[0.78577787]],[[0.8189273]],[[0.70076567]],[[0.71722144]],[[0.78097504]],[[0.88079304]],[[0.70008695]],[[0.6989795]]
[[0.83099943]],[[0.93055815]],[[0.86757874]],[[0.9453216]],[[1.0298432]],[[0.8999846]],[[0.8473538]],[[0.96184105]],[[0.97012293]],[[1.0202316]],[[0.8386867]],[[0.94029576]],[[0.98338]],[[0.95434844]],[[0.99930674]],[[0.83649457]],[[0.93132806]],[[0.90660083]],[[0.9555395]],[[0.8985661]],[[0.90590584]],[[0.9316789]],[[0.88553894]],[[0.8711661]],[[0.9874706]],[[1.0203547]],[[0.8730004]],[[0.88812757]],[[0.87616646]],[[0.83426076]],[[0.88057965]],[[0.8588181]]
[[0.80580217]],[[0.76258385]],[[0.7570733]],[[0.70042574]],[[0.88161457]],[[0.83363056]],[[0.7782557]],[[0.8188666]],[[0.86977315]],[[0.942782]],[[0.8011857]],[[0.89432764]],[[0.654078]],[[0.7527236]],[[0.8253448]],[[0.76346266]],[[0.69860536]],[[0.7209603]],[[0.85757387]],[[0.6662518]],[[0.88923025]],[[0.7942821]],[[0.7379183]],[[0.7054022]],[[0.8302123]],[[0.87534094]],[[0.72803044]],[[0.79085463]],[[0.7726798]],[[0.7732028]],[[0.72723365]],[[0.80284745]]
[[0.9560477]],[[0.7772689]],[[0.7676607]],[[0.9383478]],[[0.825922]],[[0.74499387]],[[0.88741326]],[[0.93378174]],[[0.74023265]],[[0.9027284]],[[0.87705773]],[[0.7607988]],[[0.88028294]],[[0.78757495]],[[0.84753513]],[[0.8301324]],[[0.72152305]],[[0.93796664]],[[0.82728934]],[[0.7933867]],[[0.81975543]],[[0.8490048]],[[0.91244656]],[[0.81359595]],[[0.7991065]],[[0.96526724]],[[0.8141423]],[[0.7732494]],[[0.9008723]],[[0.802884]],[[0.8714444]],[[0.82853514]]
[[0.72383463]],[[0.7299384]],[[0.6843624]],[[0.7004196]],[[0.68366116]],[[0.73385715]],[[0.66263056]],[[0.79475784]],[[0.7011311]],[[0.8743885]],[[0.82646525]],[[0.78905034]],[[0.7707144]],[[0.7782079]],[[0.6776974]],[[0.80350417]],[[0.6960263]],[[0.75695354]],[[0.80645716]],[[0.73755187]],[[0.7807931]],[[0.8198438]],[[0.6811674]],[[0.7455604]],[[0.5837248]],[[0.82925725]],[[0.69882274]],[[0.80165976]],[[0.8060849]],[[0.85501564]],[[0.6981008]],[[0.68763256]]
[[0.7733351]],[[0.7080514]],[[0.7813225]],[[0.67141986]],[[0.7807567]],[[0.7703683]],[[0.73917234]],[[0.8042512]],[[0.73295975]],[[0.8769002]],[[0.77151895]],[[0.76962346]],[[0.7161633]],[[0.71078664]],[[0.7309053]],[[0.8049814]],[[0.6917963]],[[0.7923729]],[[0.73963183]],[[0.6448722]],[[0.8188326]],[[0.79387593]],[[0.6353767]],[[0.6774375]],[[0.71052825]],[[0.81763685]],[[0.7566309]],[[0.70439225]],[[0.7360525]],[[0.83320695]],[[0.7223536]],[[0.6771002]]
[[0.6851176]],[[0.8325678]],[[0.86112213]],[[0.65859854]],[[0.8074678]],[[0.8283895]],[[0.8008378]],[[0.7565717]],[[0.8320242]],[[0.9641153]],[[0.774345]],[[0.84485686]],[[0.7590311]],[[0.7790086]],[[0.72231454]],[[0.85349727]],[[0.79502183]],[[0.6945256]],[[0.72086614]],[[0.6621251]],[[0.8836843]],[[0.81785154]],[[0.62994903]],[[0.7118519]],[[0.9540193]],[[0.81463444]],[[0.73994577]],[[0.743935]],[[0.7282319]],[[0.9260736]],[[0.71436524]],[[0.73860264]]
[[0.8042031]],[[0.7635391]],[[0.76900613]],[[0.7807568]],[[0.7430191]],[[0.7761261]],[[0.739417]],[[0.77339315]],[[0.79724956]],[[0.8546786]],[[0.7400095]],[[0.9001243]],[[0.8161483]],[[0.7779101]],[[0.75442266]],[[0.81160796]],[[0.5984975]],[[0.7362403]],[[0.65478987]],[[0.74081355]],[[0.791659]],[[0.72519916]],[[0.81084]],[[0.7222873]],[[0.8254702]],[[0.81819]],[[0.7520449]],[[0.7732121]],[[0.7919109]],[[0.81597066]],[[0.70638335]],[[0.7661042]]
[[0.85981536]],[[0.8069404]],[[0.72044355]],[[0.75296384]],[[0.8073258]],[[0.69730115]],[[0.8541816]],[[0.8396984]],[[0.7859242]],[[0.8923453]],[[0.7427014]],[[0.73378927]],[[0.8802011]],[[0.67515016]],[[0.7895209]],[[0.7699876]],[[0.7909397]],[[0.7531828]],[[0.82824653]],[[0.74204135]],[[0.85240376]],[[0.73236614]],[[0.72322714]],[[0.8164431]],[[0.7382283]],[[0.767401]],[[0.829167]],[[0.73524976]],[[0.79404134]],[[0.7713148]],[[0.8042681]],[[0.762626]]
[[0.80419934]],[[0.83225626]],[[0.82284844]],[[0.75353694]],[[0.872085]],[[0.88286346]],[[0.69778645]],[[0.76750386]],[[0.8625411]],[[0.9460997]],[[0.81428784]],[[0.8149685]],[[0.8399794]],[[0.8398384]],[[0.8461591]],[[0.90081453]],[[0.846187]],[[0.8314806]],[[0.83861244]],[[0.73108643]],[[0.9177156]],[[0.8791542]],[[0.73956776]],[[0.7810001]],[[0.8145753]],[[0.90394545]],[[0.8103385]],[[0.8519073]],[[0.7948159]],[[0.8635523]],[[0.7671525]],[[0.7930408]]
[[0.7378754]],[[0.7567686]],[[0.83373594]],[[0.86591476]],[[0.6899862]],[[0.8861579]],[[0.7860647]],[[0.7042734]],[[0.7891588]],[[0.8223184]],[[0.9075497]],[[0.87921244]],[[0.8186641]],[[0.81814194]],[[0.7706436]],[[0.85061246]],[[0.74433386]],[[0.7519511]],[[0.60832787]],[[0.75253487]],[[0.7004988]],[[0.6239739]],[[0.7362976]],[[0.88960195]],[[0.8857458]],[[0.90994036]],[[0.8090191]],[[0.7827936]],[[0.8062623]],[[0.79744303]],[[0.68425196]],[[0.7413193]]
[[0.88931334]],[[0.7624185]],[[0.82677764]],[[0.74816275]],[[0.82988167]],[[0.84339666]],[[0.8237982]],[[0.82170105]],[[0.790782]],[[0.9335574]],[[0.7992469]],[[0.78343666]],[[0.73673296]],[[0.7889095]],[[0.86685336]],[[0.9086394]],[[0.75816697]],[[0.8315149]],[[0.8596798]],[[0.7461938]],[[0.8753024]],[[0.7822491]],[[0.747655]],[[0.7109781]],[[0.8176993]],[[0.7982148]],[[0.8078376]],[[0.75388694]],[[0.8377251]],[[0.87325084]],[[0.82659256]],[[0.7770349]]
[[0.74552864]],[[0.69819725]],[[0.7658392]],[[0.7483556]],[[0.8047514]],[[0.63994694]],[[0.8294356]],[[0.87374663]],[[0.7263757]],[[0.83647585]],[[0.7422257]],[[0.7263244]],[[0.74548167]],[[0.6414376]],[[0.80928206]],[[0.8063325]],[[0.7373268]],[[0.8164816]],[[0.7242428]],[[0.75011766]],[[0.8456246]],[[0.676875]],[[0.6523275]],[[0.6522991]],[[0.72520304]],[[0.7929012]],[[0.7795604]],[[0.63875383]],[[0.7753186]],[[0.8109825]],[[0.7795146]],[[0.76792073]]
[[0.8102257]],[[0.6381172]],[[0.90479976]],[[0.8607799]],[[0.86315906]],[[0.71185553]],[[0.8666511]],[[0.8389758]],[[0.7808865]],[[0.86547995]],[[0.7715434]],[[0.7520377]],[[0.8090079]],[[0.77974653]],[[0.80405617]],[[0.7854881]],[[0.84220564]],[[0.7539965]],[[0.85777414]],[[0.771807]],[[0.8310877]],[[0.8391263]],[[0.6985354]],[[0.73667294]],[[0.8236057]],[[0.8536755]],[[0.74117124]],[[0.7878898]],[[0.79600465]],[[0.8385371]],[[0.80583]],[[0.7456471]]
