lake,motorbike,mindthegap,speech,laughter,footstepsongrass,keylock,switch,trolley,keys,knock,train,cooking,cough,pushbike,doorslam,buspassby,checkoutbeeps,drawer,phone,doorclose,lightrain,running,gate,birdsong,footsteps,money,clearthroat,slidingDoorclose,wind,chairsmoving,bagrustle
[[0.36102962]],[[0.46955872]],[[0.39209014]],[[0.35861564]],[[0.40783823]],[[0.4353677]],[[0.40808326]],[[0.33396405]],[[0.36941397]],[[0.4018885]],[[0.41437656]],[[0.34699935]],[[0.5927104]],[[0.4491837]],[[0.44610333]],[[0.41483063]],[[0.46319604]],[[0.4086908]],[[0.32614607]],[[0.44592255]],[[0.33652437]],[[0.42502344]],[[0.47805703]],[[0.4101507]],[[0.35095257]],[[0.39405668]],[[0.46088028]],[[0.31799555]],[[0.2923354]],[[0.38515455]],[[0.39287186]],[[0.33983737]]
[[0.40086746]],[[0.41831195]],[[0.3703071]],[[0.37846756]],[[0.39865482]],[[0.48336512]],[[0.40687788]],[[0.4571221]],[[0.4572338]],[[0.49209845]],[[0.4637605]],[[0.43413192]],[[0.4878224]],[[0.4249122]],[[0.39645386]],[[0.36017132]],[[0.40052307]],[[0.4716934]],[[0.44061852]],[[0.47804487]],[[0.41970927]],[[0.4380796]],[[0.5289533]],[[0.4227829]],[[0.43315428]],[[0.54565096]],[[0.4045372]],[[0.37445402]],[[0.55197406]],[[0.45034134]],[[0.4326929]],[[0.39494538]]
[[0.37833488]],[[0.39559877]],[[0.41259712]],[[0.3273782]],[[0.41049695]],[[0.5761153]],[[0.4046955]],[[0.38411266]],[[0.4667232]],[[0.45599645]],[[0.5304194]],[[0.33389825]],[[0.5014506]],[[0.48476893]],[[0.40020323]],[[0.42507166]],[[0.43851906]],[[0.50970113]],[[0.44892824]],[[0.40554142]],[[0.45087546]],[[0.43367487]],[[0.4356159]],[[0.45845854]],[[0.424801]],[[0.5510886]],[[0.33638346]],[[0.3701489]],[[0.5246773]],[[0.34262013]],[[0.3900485]],[[0.39442265]]
[[0.4920029]],[[0.44916296]],[[0.48173368]],[[0.3839035]],[[0.46435308]],[[0.43844783]],[[0.32042193]],[[0.42205644]],[[0.39097047]],[[0.37417233]],[[0.40167975]],[[0.38436472]],[[0.5001302]],[[0.4515298]],[[0.4433887]],[[0.5008812]],[[0.4472937]],[[0.32110488]],[[0.33394837]],[[0.38449645]],[[0.36268568]],[[0.5813348]],[[0.49689227]],[[0.464274]],[[0.52064574]],[[0.45241404]],[[0.2734791]],[[0.33913237]],[[0.4500885]],[[0.47053587]],[[0.5601486]],[[0.32164526]]
[[0.37726593]],[[0.45209968]],[[0.37756813]],[[0.24931228]],[[0.3730302]],[[0.35549498]],[[0.31775248]],[[0.3382957]],[[0.36587638]],[[0.35128784]],[[0.33231944]],[[0.26941788]],[[0.41129225]],[[0.35959715]],[[0.4473189]],[[0.4217856]],[[0.5187292]],[[0.4301195]],[[0.28974736]],[[0.37573767]],[[0.3578509]],[[0.47565353]],[[0.48222148]],[[0.32619357]],[[0.39164245]],[[0.3860818]],[[0.37524748]],[[0.28954184]],[[0.4293319]],[[0.36174166]],[[0.49659288]],[[0.32771432]]
[[0.28813565]],[[0.45039696]],[[0.41241026]],[[0.21166295]],[[0.2276895]],[[0.4089762]],[[0.3843795]],[[0.30806613]],[[0.31941307]],[[0.30470437]],[[0.34300685]],[[0.358554]],[[0.5062566]],[[0.36825544]],[[0.46332002]],[[0.34953314]],[[0.4128059]],[[0.46815836]],[[0.37734896]],[[0.25020432]],[[0.30416238]],[[0.41809195]],[[0.38335133]],[[0.2675398]],[[0.40152758]],[[0.31062698]],[[0.29577172]],[[0.348094]],[[0.49508333]],[[0.36595637]],[[0.3714689]],[[0.32943672]]
[[0.5135154]],[[0.5529103]],[[0.51727057]],[[0.498802]],[[0.54625225]],[[0.5736876]],[[0.4523667]],[[0.41977346]],[[0.6024209]],[[0.43011332]],[[0.49747342]],[[0.5044956]],[[0.6389431]],[[0.6024035]],[[0.5944518]],[[0.5856756]],[[0.6253741]],[[0.5967989]],[[0.5383868]],[[0.41813713]],[[0.5238894]],[[0.4800831]],[[0.543465]],[[0.5376613]],[[0.5497019]],[[0.5112395]],[[0.53135026]],[[0.5069506]],[[0.56151766]],[[0.5271771]],[[0.6210729]],[[0.5858172]]
[[0.34440368]],[[0.47202426]],[[0.42203778]],[[0.25084049]],[[0.2786349]],[[0.38154858]],[[0.373183]],[[0.33133638]],[[0.3051409]],[[0.27449387]],[[0.30090588]],[[0.28674686]],[[0.52099717]],[[0.35990036]],[[0.5153177]],[[0.4026959]],[[0.47875297]],[[0.44696122]],[[0.28930473]],[[0.36370718]],[[0.29931045]],[[0.3952636]],[[0.4536115]],[[0.2720579]],[[0.4157774]],[[0.29125547]],[[0.29639614]],[[0.31484485]],[[0.43384576]],[[0.3422128]],[[0.37399244]],[[0.2901035]]
[[0.46040308]],[[0.4414935]],[[0.4363469]],[[0.380368]],[[0.34290224]],[[0.3899182]],[[0.23815185]],[[0.44254643]],[[0.45713377]],[[0.3370459]],[[0.24774343]],[[0.42591894]],[[0.4714831]],[[0.30250645]],[[0.47806108]],[[0.36629486]],[[0.6342394]],[[0.5377126]],[[0.3761294]],[[0.47718078]],[[0.37800658]],[[0.5278693]],[[0.4751433]],[[0.35773242]],[[0.44558465]],[[0.42892265]],[[0.41164184]],[[0.39067268]],[[0.5057299]],[[0.43628663]],[[0.58241445]],[[0.32030427]]
[[0.5196726]],[[0.4508682]],[[0.47424436]],[[0.4778223]],[[0.4480492]],[[0.41753423]],[[0.239025]],[[0.47125822]],[[0.5122277]],[[0.36149538]],[[0.30600077]],[[0.47241938]],[[0.53804815]],[[0.42700744]],[[0.5323297]],[[0.41124976]],[[0.6665103]],[[0.56269336]],[[0.40110284]],[[0.50045395]],[[0.42693853]],[[0.58057654]],[[0.55916446]],[[0.4639622]],[[0.44888127]],[[0.47707915]],[[0.48994416]],[[0.42626917]],[[0.5166978]],[[0.5103579]],[[0.6360215]],[[0.34919095]]
[[0.2821095]],[[0.52358013]],[[0.33398712]],[[0.22087312]],[[0.23310065]],[[0.3613537]],[[0.3220988]],[[0.21232003]],[[0.3731867]],[[0.27030927]],[[0.23695707]],[[0.27989388]],[[0.5188318]],[[0.3224995]],[[0.5015938]],[[0.3550471]],[[0.47515714]],[[0.38401252]],[[0.2558142]],[[0.40387154]],[[0.24978626]],[[0.3836435]],[[0.45658875]],[[0.21861827]],[[0.290321]],[[0.3170399]],[[0.3897112]],[[0.27724397]],[[0.34748787]],[[0.2238015]],[[0.40070242]],[[0.3019514]]
[[0.39956784]],[[0.4957822]],[[0.31314397]],[[0.33524156]],[[0.32951367]],[[0.31135195]],[[0.32254326]],[[0.2825029]],[[0.35679424]],[[0.2926854]],[[0.32930946]],[[0.35934776]],[[0.44802707]],[[0.24803352]],[[0.46477878]],[[0.38632756]],[[0.5276113]],[[0.34828627]],[[0.24308056]],[[0.38043076]],[[0.33520025]],[[0.4641645]],[[0.37368262]],[[0.3209014]],[[0.35931343]],[[0.3966508]],[[0.33972305]],[[0.19080591]],[[0.37126303]],[[0.28718376]],[[0.43278378]],[[0.27708143]]
[[0.24707818]],[[0.4793495]],[[0.28786922]],[[0.19863194]],[[0.13221997]],[[0.25408387]],[[0.31231344]],[[0.24693382]],[[0.28368556]],[[0.265135]],[[0.20990396]],[[0.28683114]],[[0.4440711]],[[0.17595243]],[[0.43200743]],[[0.31722844]],[[0.48009503]],[[0.3810451]],[[0.21632743]],[[0.38531852]],[[0.2883476]],[[0.37540102]],[[0.35522074]],[[0.14328492]],[[0.31145203]],[[0.25740743]],[[0.2992202]],[[0.19246972]],[[0.4133811]],[[0.2634321]],[[0.33129644]],[[0.20965624]]
[[0.38321966]],[[0.4020126]],[[0.3552884]],[[0.31660086]],[[0.3629654]],[[0.44021297]],[[0.2945497]],[[0.33683908]],[[0.42354906]],[[0.3428378]],[[0.38324618]],[[0.31849933]],[[0.4486375]],[[0.39497197]],[[0.4075606]],[[0.38974118]],[[0.50024056]],[[0.48956215]],[[0.3044387]],[[0.3297994]],[[0.3540038]],[[0.3925712]],[[0.466619]],[[0.34416997]],[[0.46192527]],[[0.44448352]],[[0.32275325]],[[0.3468868]],[[0.4824773]],[[0.30732167]],[[0.4322005]],[[0.342457]]
[[0.30560786]],[[0.47680235]],[[0.31610513]],[[0.36938727]],[[0.2792374]],[[0.3766451]],[[0.40775228]],[[0.3916148]],[[0.36267924]],[[0.3677165]],[[0.367849]],[[0.3323478]],[[0.42900878]],[[0.3483503]],[[0.43193936]],[[0.33368587]],[[0.4828834]],[[0.43317765]],[[0.26494586]],[[0.49139142]],[[0.35469002]],[[0.39975756]],[[0.37860447]],[[0.31151307]],[[0.38216937]],[[0.37921083]],[[0.37203383]],[[0.28781092]],[[0.38977897]],[[0.31142902]],[[0.35974354]],[[0.32048357]]
[[0.41520274]],[[0.4917196]],[[0.36348224]],[[0.37427092]],[[0.32224727]],[[0.30523574]],[[0.33193195]],[[0.3632695]],[[0.46733207]],[[0.4191854]],[[0.31085253]],[[0.45303667]],[[0.52010053]],[[0.15931231]],[[0.42240584]],[[0.33234078]],[[0.54109657]],[[0.40786868]],[[0.3944472]],[[0.47613317]],[[0.34064186]],[[0.43127567]],[[0.4085362]],[[0.3206296]],[[0.41048086]],[[0.40221512]],[[0.42684734]],[[0.2995597]],[[0.45311755]],[[0.32751715]],[[0.45043278]],[[0.32591707]]
[[0.5412664]],[[0.47431278]],[[0.48638475]],[[0.4632615]],[[0.42688966]],[[0.46776497]],[[0.38686812]],[[0.44669557]],[[0.5440766]],[[0.41707444]],[[0.37346387]],[[0.55624473]],[[0.5531516]],[[0.41513717]],[[0.52958393]],[[0.39148098]],[[0.59366673]],[[0.50717664]],[[0.5073489]],[[0.5215496]],[[0.47975826]],[[0.6000046]],[[0.39514315]],[[0.5012793]],[[0.41798246]],[[0.54287]],[[0.4690054]],[[0.44886053]],[[0.5878906]],[[0.5154743]],[[0.49954706]],[[0.45583725]]
[[0.5360379]],[[0.4388373]],[[0.49655277]],[[0.5003055]],[[0.5152359]],[[0.5645827]],[[0.3894363]],[[0.542952]],[[0.55339736]],[[0.45225418]],[[0.4525054]],[[0.4980049]],[[0.6344541]],[[0.5392809]],[[0.5828902]],[[0.5038768]],[[0.65419257]],[[0.5596747]],[[0.5227816]],[[0.52287245]],[[0.53581065]],[[0.5916663]],[[0.5515213]],[[0.5420464]],[[0.4933604]],[[0.5577016]],[[0.44892824]],[[0.5187136]],[[0.59901613]],[[0.60705054]],[[0.6004594]],[[0.48429996]]
[[0.3146186]],[[0.35259712]],[[0.28141522]],[[0.27425152]],[[0.2881748]],[[0.29092246]],[[0.38003826]],[[0.2969641]],[[0.32058775]],[[0.31551158]],[[0.4008621]],[[0.33570147]],[[0.4038704]],[[0.3482886]],[[0.3317675]],[[0.29686695]],[[0.42192698]],[[0.43572158]],[[0.265059]],[[0.38494855]],[[0.3477254]],[[0.46357745]],[[0.33347392]],[[0.23585206]],[[0.3589226]],[[0.37282407]],[[0.34269267]],[[0.26399255]],[[0.48739076]],[[0.30054152]],[[0.39016926]],[[0.23843467]]
[[0.55487204]],[[0.4931512]],[[0.54118264]],[[0.45204163]],[[0.5269425]],[[0.41551256]],[[0.37665093]],[[0.45371807]],[[0.52418125]],[[0.4438032]],[[0.4273876]],[[0.4398929]],[[0.46727085]],[[0.37386942]],[[0.5198819]],[[0.43530196]],[[0.6625521]],[[0.48089802]],[[0.44541395]],[[0.56199497]],[[0.4083296]],[[0.59148484]],[[0.49573386]],[[0.49016827]],[[0.4928044]],[[0.54357135]],[[0.56953305]],[[0.34468597]],[[0.47793418]],[[0.44090855]],[[0.5336903]],[[0.43202466]]
[[0.4807557]],[[0.426094]],[[0.41643167]],[[0.3849178]],[[0.42694843]],[[0.4718017]],[[0.2663762]],[[0.41122347]],[[0.493145]],[[0.3337853]],[[0.39047474]],[[0.4101503]],[[0.540586]],[[0.4628123]],[[0.49173486]],[[0.43329155]],[[0.58950865]],[[0.48901927]],[[0.39261442]],[[0.406461]],[[0.41402125]],[[0.5573774]],[[0.46526092]],[[0.44209576]],[[0.44088018]],[[0.4909616]],[[0.38978595]],[[0.37709528]],[[0.52233267]],[[0.49644196]],[[0.53273505]],[[0.38248396]]
[[0.42852855]],[[0.3892212]],[[0.46015286]],[[0.3540753]],[[0.4128018]],[[0.39994812]],[[0.42501163]],[[0.3222748]],[[0.45813942]],[[0.39467406]],[[0.42720503]],[[0.4550513]],[[0.3941474]],[[0.40729368]],[[0.43940622]],[[0.29424256]],[[0.47921765]],[[0.5032859]],[[0.39832222]],[[0.45986313]],[[0.3839323]],[[0.5144239]],[[0.33311468]],[[0.41051465]],[[0.38070846]],[[0.4757176]],[[0.46306872]],[[0.371989]],[[0.54355794]],[[0.3188064]],[[0.41528845]],[[0.41229755]]
[[0.5479351]],[[0.46565676]],[[0.5363463]],[[0.4858721]],[[0.5261944]],[[0.39375728]],[[0.3957579]],[[0.3763864]],[[0.51491135]],[[0.4146731]],[[0.44911945]],[[0.46350425]],[[0.46822822]],[[0.46378815]],[[0.5028149]],[[0.41403615]],[[0.6215621]],[[0.475173]],[[0.42039424]],[[0.5134114]],[[0.4251628]],[[0.5973825]],[[0.46389884]],[[0.4669417]],[[0.42207515]],[[0.53324616]],[[0.5795735]],[[0.35431778]],[[0.49400467]],[[0.42679405]],[[0.6398233]],[[0.3983587]]
[[0.49546266]],[[0.44226623]],[[0.458422]],[[0.4141394]],[[0.37865067]],[[0.49037242]],[[0.5062246]],[[0.35422438]],[[0.51246095]],[[0.45121366]],[[0.49456036]],[[0.5389037]],[[0.44828272]],[[0.41943073]],[[0.36640453]],[[0.40992534]],[[0.4621616]],[[0.48325032]],[[0.52732146]],[[0.47810024]],[[0.45519412]],[[0.56095684]],[[0.3730027]],[[0.418913]],[[0.44341838]],[[0.529987]],[[0.47388947]],[[0.46272254]],[[0.6168971]],[[0.44721794]],[[0.39350706]],[[0.44055212]]
[[0.26150215]],[[0.39857572]],[[0.31024432]],[[0.15410388]],[[0.16320139]],[[0.30782187]],[[0.3138932]],[[0.17009473]],[[0.26418626]],[[0.23220992]],[[0.2690047]],[[0.2573303]],[[0.436072]],[[0.24690771]],[[0.36864316]],[[0.3040936]],[[0.39309734]],[[0.39127916]],[[0.24466133]],[[0.29015034]],[[0.25133836]],[[0.41639447]],[[0.29195297]],[[0.14699847]],[[0.31877506]],[[0.28564757]],[[0.24215293]],[[0.22221732]],[[0.43719673]],[[0.24936473]],[[0.3458475]],[[0.2143035]]
[[0.35381567]],[[0.3603332]],[[0.34021974]],[[0.28559732]],[[0.24103981]],[[0.30577552]],[[0.3307966]],[[0.23914897]],[[0.3212837]],[[0.30147403]],[[0.2756307]],[[0.41448182]],[[0.44802225]],[[0.24695289]],[[0.3670115]],[[0.28132832]],[[0.45307016]],[[0.43449408]],[[0.3400879]],[[0.35035366]],[[0.29671234]],[[0.4653631]],[[0.30152392]],[[0.2311663]],[[0.34077144]],[[0.34375566]],[[0.32743466]],[[0.28046942]],[[0.48765087]],[[0.33481842]],[[0.43328273]],[[0.25010502]]
[[0.24240309]],[[0.5016521]],[[0.39148128]],[[0.3083697]],[[0.29358894]],[[0.3186276]],[[0.33875382]],[[0.3247788]],[[0.3269531]],[[0.23632795]],[[0.23857391]],[[0.3154804]],[[0.5071127]],[[0.31703842]],[[0.5010941]],[[0.35069865]],[[0.55798185]],[[0.44223797]],[[0.2765308]],[[0.39719832]],[[0.2350815]],[[0.38448644]],[[0.46956813]],[[0.22750372]],[[0.30053532]],[[0.2937593]],[[0.38114482]],[[0.28780425]],[[0.35548258]],[[0.17722714]],[[0.5133349]],[[0.2934867]]
[[0.42552948]],[[0.4831941]],[[0.29845673]],[[0.3970462]],[[0.30087113]],[[0.30756754]],[[0.26660454]],[[0.31565893]],[[0.38465583]],[[0.28944993]],[[0.24934542]],[[0.4397298]],[[0.4376744]],[[0.15232933]],[[0.4795382]],[[0.4185146]],[[0.5539247]],[[0.3474422]],[[0.31289977]],[[0.4269083]],[[0.29597896]],[[0.43843985]],[[0.49821162]],[[0.28276312]],[[0.37146914]],[[0.36004186]],[[0.4099307]],[[0.24509996]],[[0.3278318]],[[0.3143326]],[[0.51842105]],[[0.298625]]
[[0.3200661]],[[0.45010638]],[[0.282665]],[[0.2538669]],[[0.24319327]],[[0.28899246]],[[0.28107524]],[[0.24156135]],[[0.3640163]],[[0.31522977]],[[0.25819212]],[[0.32580733]],[[0.48547316]],[[0.23878282]],[[0.40965116]],[[0.36282897]],[[0.54604876]],[[0.36583805]],[[0.24464965]],[[0.4400919]],[[0.30767024]],[[0.39414644]],[[0.4271829]],[[0.19883162]],[[0.3175634]],[[0.3175869]],[[0.3933239]],[[0.24532783]],[[0.35418242]],[[0.3251217]],[[0.48706567]],[[0.22777957]]
[[0.36151052]],[[0.4789886]],[[0.36306918]],[[0.32250798]],[[0.24598491]],[[0.23545772]],[[0.2079516]],[[0.33819276]],[[0.38861108]],[[0.30645764]],[[0.1692878]],[[0.35659742]],[[0.5229491]],[[0.08281028]],[[0.47502923]],[[0.39578784]],[[0.57689434]],[[0.3824334]],[[0.3075583]],[[0.41738117]],[[0.3198794]],[[0.33059525]],[[0.45752943]],[[0.25960982]],[[0.36835182]],[[0.32210374]],[[0.39434302]],[[0.1905908]],[[0.41578472]],[[0.30071175]],[[0.49386978]],[[0.24073792]]
[[0.28567576]],[[0.46769297]],[[0.313079]],[[0.24504709]],[[0.25653505]],[[0.36627197]],[[0.35578573]],[[0.27595198]],[[0.40228462]],[[0.31996107]],[[0.40294385]],[[0.29962766]],[[0.5109156]],[[0.37680298]],[[0.46174502]],[[0.38366413]],[[0.5162764]],[[0.4950366]],[[0.294138]],[[0.34280676]],[[0.35175133]],[[0.44114077]],[[0.45121467]],[[0.20641148]],[[0.35982072]],[[0.3570162]],[[0.36049223]],[[0.2868222]],[[0.47813714]],[[0.31636214]],[[0.4586271]],[[0.24842119]]
[[0.4100951]],[[0.50405306]],[[0.36240387]],[[0.4878142]],[[0.38312125]],[[0.4043821]],[[0.26975572]],[[0.3226539]],[[0.423698]],[[0.35809648]],[[0.33106077]],[[0.48637927]],[[0.48000288]],[[0.3857941]],[[0.45853335]],[[0.378236]],[[0.559672]],[[0.40435082]],[[0.3153814]],[[0.46743453]],[[0.37418664]],[[0.52401614]],[[0.44674528]],[[0.43287665]],[[0.38984293]],[[0.46749783]],[[0.4637096]],[[0.3247435]],[[0.41768903]],[[0.49172252]],[[0.47660673]],[[0.35103285]]
[[0.4231419]],[[0.43241638]],[[0.31535602]],[[0.31840456]],[[0.25230592]],[[0.24379861]],[[0.31363094]],[[0.30128795]],[[0.3799368]],[[0.35341847]],[[0.25983542]],[[0.43461537]],[[0.49024916]],[[0.11479813]],[[0.41787612]],[[0.35241276]],[[0.5106019]],[[0.39023185]],[[0.33326995]],[[0.45536286]],[[0.3483081]],[[0.42890167]],[[0.3639025]],[[0.27260655]],[[0.37889647]],[[0.35887247]],[[0.37769687]],[[0.24622077]],[[0.47003287]],[[0.30584157]],[[0.4096539]],[[0.25462878]]
[[0.20686448]],[[0.45541108]],[[0.34267563]],[[0.21139646]],[[0.18713117]],[[0.41707355]],[[0.30504537]],[[0.23857486]],[[0.28638363]],[[0.22047687]],[[0.30680227]],[[0.27589327]],[[0.45105344]],[[0.32870698]],[[0.42211032]],[[0.34793758]],[[0.4514985]],[[0.41244537]],[[0.22208959]],[[0.30325174]],[[0.26723492]],[[0.38156742]],[[0.38112843]],[[0.20420623]],[[0.3526584]],[[0.3091632]],[[0.26986778]],[[0.2877767]],[[0.40864736]],[[0.3541913]],[[0.40002608]],[[0.29048818]]
[[0.46435237]],[[0.5078222]],[[0.40043122]],[[0.44249773]],[[0.327295]],[[0.30039728]],[[0.38756382]],[[0.39284897]],[[0.47120047]],[[0.45721757]],[[0.31898284]],[[0.5147717]],[[0.5727199]],[[0.17035109]],[[0.4837637]],[[0.40604275]],[[0.5418162]],[[0.42731035]],[[0.38070327]],[[0.5283649]],[[0.42837095]],[[0.41272688]],[[0.4074726]],[[0.37952566]],[[0.44448704]],[[0.4074096]],[[0.46667814]],[[0.31644273]],[[0.50098705]],[[0.38796747]],[[0.45483792]],[[0.34270906]]
[[0.3745005]],[[0.535213]],[[0.35481834]],[[0.37718588]],[[0.25780058]],[[0.3090834]],[[0.31803846]],[[0.311226]],[[0.37539768]],[[0.3616109]],[[0.2424736]],[[0.40963173]],[[0.5827993]],[[0.10997885]],[[0.49276698]],[[0.3938446]],[[0.57941216]],[[0.3790089]],[[0.3221674]],[[0.44749582]],[[0.3140127]],[[0.35199332]],[[0.43285072]],[[0.2887057]],[[0.3968361]],[[0.3422988]],[[0.41950923]],[[0.24195904]],[[0.33610845]],[[0.3294736]],[[0.49209166]],[[0.31803012]]
[[0.33187705]],[[0.5247064]],[[0.31568927]],[[0.32667816]],[[0.20571566]],[[0.2651899]],[[0.28389704]],[[0.2801835]],[[0.35736942]],[[0.30659854]],[[0.22033381]],[[0.37646043]],[[0.5341984]],[[0.09025943]],[[0.46914434]],[[0.41617054]],[[0.5508397]],[[0.34523332]],[[0.2889334]],[[0.38907152]],[[0.32287252]],[[0.31470013]],[[0.4411865]],[[0.21952337]],[[0.3754915]],[[0.30804986]],[[0.38717026]],[[0.21951163]],[[0.3984707]],[[0.27927732]],[[0.46192777]],[[0.28708965]]
[[0.2894013]],[[0.45794225]],[[0.24173594]],[[0.35387027]],[[0.31129432]],[[0.33254087]],[[0.35310125]],[[0.260709]],[[0.30135953]],[[0.29002833]],[[0.31316]],[[0.3049246]],[[0.50166655]],[[0.31980085]],[[0.39275795]],[[0.36524045]],[[0.4896978]],[[0.3435446]],[[0.21623713]],[[0.4475038]],[[0.27679503]],[[0.370062]],[[0.3278641]],[[0.2465012]],[[0.35302246]],[[0.32366318]],[[0.35235256]],[[0.2206651]],[[0.27062047]],[[0.28299177]],[[0.44340008]],[[0.26751018]]
[[0.2472387]],[[0.46965837]],[[0.38523853]],[[0.3235439]],[[0.30577534]],[[0.42628843]],[[0.39424002]],[[0.3682689]],[[0.32806385]],[[0.3678311]],[[0.3495921]],[[0.35821867]],[[0.5071697]],[[0.32753217]],[[0.40321052]],[[0.2750085]],[[0.4054339]],[[0.40275335]],[[0.30840284]],[[0.44421196]],[[0.29196393]],[[0.24649048]],[[0.34169602]],[[0.34650326]],[[0.38311446]],[[0.36803168]],[[0.32529652]],[[0.28120267]],[[0.3815267]],[[0.2619332]],[[0.44988865]],[[0.33437133]]
[[0.49134177]],[[0.46055228]],[[0.38942778]],[[0.47654545]],[[0.37855327]],[[0.30509675]],[[0.3736614]],[[0.3760925]],[[0.35001516]],[[0.37527418]],[[0.32189858]],[[0.48512393]],[[0.47381806]],[[0.319821]],[[0.45093954]],[[0.40460205]],[[0.57678306]],[[0.3804989]],[[0.31864762]],[[0.54026043]],[[0.40533304]],[[0.5341859]],[[0.36652112]],[[0.41692948]],[[0.42460817]],[[0.3954442]],[[0.4617883]],[[0.3475343]],[[0.42657363]],[[0.43292844]],[[0.4390831]],[[0.3692764]]
[[0.25939822]],[[0.43850744]],[[0.25094306]],[[0.2657426]],[[0.19493926]],[[0.2813989]],[[0.367338]],[[0.28635925]],[[0.28061515]],[[0.30463123]],[[0.311287]],[[0.30503643]],[[0.5139964]],[[0.18941587]],[[0.3648529]],[[0.31871808]],[[0.44184756]],[[0.37604284]],[[0.2693019]],[[0.40315002]],[[0.29186732]],[[0.34017545]],[[0.33797556]],[[0.13672292]],[[0.3624407]],[[0.29899442]],[[0.2788962]],[[0.20225275]],[[0.40060872]],[[0.22288024]],[[0.3885541]],[[0.19077218]]
[[0.2840432]],[[0.48693347]],[[0.3784083]],[[0.29904044]],[[0.28325534]],[[0.42747366]],[[0.38986176]],[[0.29758942]],[[0.30021483]],[[0.31354725]],[[0.38509035]],[[0.36452556]],[[0.42385375]],[[0.40405893]],[[0.4363222]],[[0.3527702]],[[0.43776655]],[[0.45611978]],[[0.23519051]],[[0.361759]],[[0.32132185]],[[0.43892682]],[[0.34663868]],[[0.33681858]],[[0.44678134]],[[0.3564465]],[[0.29424202]],[[0.33668154]],[[0.4456994]],[[0.40636384]],[[0.34376556]],[[0.35809618]]
[[0.34045327]],[[0.48315287]],[[0.38596475]],[[0.36251307]],[[0.37481308]],[[0.42077327]],[[0.38753873]],[[0.2964332]],[[0.37115896]],[[0.32514334]],[[0.38552898]],[[0.37351418]],[[0.55296785]],[[0.38938606]],[[0.4894265]],[[0.41221106]],[[0.56242466]],[[0.46179163]],[[0.2625525]],[[0.47225058]],[[0.40813315]],[[0.38944018]],[[0.39382285]],[[0.39606124]],[[0.33120495]],[[0.43492073]],[[0.40906656]],[[0.26754993]],[[0.41354114]],[[0.34048384]],[[0.51107407]],[[0.35996342]]
[[0.29644144]],[[0.44452858]],[[0.28943527]],[[0.35384148]],[[0.31750655]],[[0.3982218]],[[0.3748691]],[[0.3222648]],[[0.35006702]],[[0.32361913]],[[0.38220263]],[[0.3914914]],[[0.41592014]],[[0.38522077]],[[0.37365448]],[[0.33714426]],[[0.47264326]],[[0.38411152]],[[0.23590428]],[[0.36400437]],[[0.33673894]],[[0.44543183]],[[0.38513803]],[[0.31867987]],[[0.44920063]],[[0.37994224]],[[0.31152558]],[[0.29937112]],[[0.456338]],[[0.41369236]],[[0.4240297]],[[0.3421415]]
[[0.30210805]],[[0.41840315]],[[0.35784316]],[[0.15265048]],[[0.2001859]],[[0.28341973]],[[0.27253258]],[[0.18756199]],[[0.24497402]],[[0.19863153]],[[0.2483753]],[[0.23354495]],[[0.39121342]],[[0.2815969]],[[0.4000157]],[[0.3618672]],[[0.5006107]],[[0.4099279]],[[0.20370352]],[[0.3534583]],[[0.29436237]],[[0.44457245]],[[0.28310853]],[[0.16840035]],[[0.3078065]],[[0.26632982]],[[0.29191983]],[[0.22004503]],[[0.42944002]],[[0.276394]],[[0.34373713]],[[0.23894918]]
[[0.4364748]],[[0.42485034]],[[0.3839898]],[[0.41023064]],[[0.33352822]],[[0.35623074]],[[0.33420163]],[[0.3905698]],[[0.3779574]],[[0.37259805]],[[0.3428883]],[[0.48562264]],[[0.34318984]],[[0.2525046]],[[0.46365267]],[[0.27680516]],[[0.48568416]],[[0.44581884]],[[0.36254966]],[[0.4385494]],[[0.3617201]],[[0.4440776]],[[0.37109864]],[[0.39728236]],[[0.36161834]],[[0.4448464]],[[0.39462352]],[[0.30323708]],[[0.4937439]],[[0.37787008]],[[0.42013752]],[[0.3386544]]
[[0.26709604]],[[0.47684574]],[[0.31962138]],[[0.19101441]],[[0.19271767]],[[0.28476214]],[[0.26041776]],[[0.27619517]],[[0.31512034]],[[0.22282231]],[[0.2454803]],[[0.2876463]],[[0.5010242]],[[0.25479662]],[[0.4829284]],[[0.34586692]],[[0.53773904]],[[0.4230147]],[[0.24428666]],[[0.32321697]],[[0.2833991]],[[0.41733348]],[[0.4390555]],[[0.1819377]],[[0.2698614]],[[0.29498637]],[[0.32209963]],[[0.19411552]],[[0.4304121]],[[0.3217796]],[[0.5079667]],[[0.22669172]]
[[0.24098516]],[[0.4630705]],[[0.36938345]],[[0.18487477]],[[0.11864763]],[[0.30793154]],[[0.30406368]],[[0.27977777]],[[0.27938586]],[[0.21468925]],[[0.26798344]],[[0.26546365]],[[0.49784076]],[[0.21647608]],[[0.45806843]],[[0.35307765]],[[0.5155299]],[[0.4607582]],[[0.2508713]],[[0.33441794]],[[0.29684317]],[[0.42526245]],[[0.35159427]],[[0.11624348]],[[0.32047904]],[[0.30025125]],[[0.28930426]],[[0.19672]],[[0.50662196]],[[0.26649338]],[[0.4490012]],[[0.20576108]]
